age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,score,an_income,pre_total_duration
34,1,1,1,0,87715,1,0,2,26,7,345,2,765,0,3,1.0,1228010,0
30,0,1,1,0,44855,0,1,0,18,1,158,1,545,0,3,2.0,448550,0
31,1,1,1,0,90935,1,0,0,17,4,104,2,203,0,1,1.0,1000285,0
41,2,1,1,0,28396,1,1,2,30,7,142,1,91,0,3,0.0,596316,0
31,1,1,0,0,42739,1,0,0,18,1,158,1,647,0,3,1.0,470129,0
32,2,1,2,0,44666,1,0,0,7,4,271,2,209,0,3,1.0,535992,0
53,1,1,1,0,85886,0,0,0,5,4,158,1,782,0,3,2.0,2834238,0
58,5,1,2,0,76540,1,0,0,8,0,158,2,334,0,3,3.0,2908520,0
35,2,0,1,0,19091,1,0,0,14,7,101,1,537,1,0,1.0,286365,101
32,1,1,0,0,10798,1,0,0,17,0,101,1,755,0,3,1.0,129576,0
57,9,1,0,0,-5187,0,0,2,2,5,67,2,183,0,3,2.0,-191919,0
43,9,1,1,0,68354,1,0,0,20,1,158,1,352,0,3,1.0,1572142,0
29,4,1,2,0,9870,0,1,2,16,7,152,1,607,0,3,2.0,88830,0
34,7,1,1,0,78824,1,0,0,27,7,345,1,506,0,3,1.0,1103536,0
31,9,1,1,0,29914,1,0,2,26,7,345,2,825,0,3,1.0,329054,0
31,4,1,1,0,76980,1,0,0,27,7,345,1,120,0,3,2.0,846780,0
37,4,2,2,0,41553,0,0,0,14,1,158,2,262,0,3,2.0,706401,0
57,5,1,0,0,78311,0,0,0,14,5,158,1,805,0,3,3.0,2897507,0
33,1,1,1,0,101622,1,0,0,15,7,345,1,691,0,3,1.0,1321086,0
42,6,1,2,0,2752,0,0,0,17,0,270,2,146,0,0,2.0,60544,0
32,0,2,1,0,36301,0,0,0,28,0,158,1,73,0,3,2.0,435612,0
49,9,0,1,0,96972,1,1,0,8,4,121,1,236,0,3,0.0,2812188,0
49,10,0,1,0,74079,0,0,0,21,8,14,1,41,0,3,3.0,2148291,0
48,4,1,2,0,99258,0,0,0,7,8,177,2,158,0,3,2.0,2779224,0
34,1,1,1,0,72021,0,0,2,20,5,117,2,771,0,3,2.0,1008294,0
34,7,1,1,0,72786,1,1,2,15,7,134,1,793,0,3,0.0,1019004,0
30,4,1,2,0,9097,1,1,0,18,1,158,1,725,0,3,2.0,90970,0
34,1,1,1,0,12600,1,0,2,16,7,121,1,440,0,3,1.0,176400,0
34,4,1,2,0,-1799,1,0,0,27,7,345,1,75,0,3,2.0,-25186,0
30,4,2,2,0,3549,1,0,0,18,8,158,3,641,0,3,2.0,35490,0
33,1,1,0,0,87323,1,0,0,27,7,345,1,549,0,3,1.0,1135199,0
37,4,1,2,0,7155,1,0,0,12,0,101,2,642,1,0,2.0,121635,101
35,9,1,1,0,32699,0,0,0,4,1,48,3,130,0,3,2.0,490485,0
33,4,1,1,0,77922,1,0,0,27,7,345,1,512,0,3,2.0,1012986,0
33,1,1,1,0,-5873,1,0,2,2,5,184,3,84,0,3,1.0,-76349,0
30,9,2,1,0,5107,0,0,0,18,8,158,1,143,0,3,2.0,51070,0
30,0,2,1,0,27911,1,1,0,7,4,271,1,117,0,3,2.0,279110,0
31,1,1,1,0,26500,1,0,0,4,1,158,2,347,0,3,1.0,291500,0
35,9,1,1,0,19680,1,0,1,7,7,121,1,44,0,0,1.0,295200,0
57,2,1,1,0,80879,0,0,2,20,5,177,3,654,0,3,2.0,2992523,0
31,1,0,1,0,34091,1,0,2,16,7,121,1,86,0,3,1.0,375001,0
32,8,2,1,0,-2701,0,0,0,7,7,101,1,738,0,0,3.0,-32412,0
35,7,1,1,0,42180,1,0,0,30,0,826,1,9,1,0,1.0,632700,826
34,1,2,1,0,96819,1,0,2,20,5,134,1,101,0,3,1.0,1355466,0
51,4,1,1,0,50285,0,0,0,8,7,345,1,253,0,3,2.0,1558835,0
40,7,1,1,0,17387,0,0,2,20,5,177,2,675,0,3,2.0,347740,0
32,7,2,1,0,22352,1,1,0,13,7,121,1,98,0,0,0.0,268224,0
35,9,1,1,0,83619,0,0,0,18,1,48,1,102,0,3,2.0,1254285,0
49,1,1,0,0,37347,0,0,0,19,3,158,4,826,0,3,2.0,1083063,0
34,1,1,1,0,42094,1,0,1,16,7,207,2,353,0,3,1.0,589316,0
47,6,1,2,0,54975,0,0,0,18,1,158,2,642,0,3,2.0,1484325,0
27,1,2,1,0,27085,0,0,0,14,7,153,1,106,0,3,2.0,189595,0
30,4,2,2,0,19702,0,0,0,26,1,158,2,455,0,3,2.0,197020,0
30,10,1,1,0,17150,0,0,1,13,1,158,4,715,0,3,3.0,171500,0
33,0,2,1,0,3276,0,0,2,26,7,152,2,113,0,3,2.0,42588,0
34,9,1,1,0,32719,1,0,0,27,7,345,1,857,0,3,1.0,458066,0
34,1,0,1,0,50856,1,0,2,30,7,67,2,602,0,3,1.0,711984,0
33,4,1,1,0,31680,1,0,0,27,7,345,1,340,0,3,2.0,411840,0
37,1,1,1,0,29639,1,0,2,2,5,87,1,16,0,3,1.0,503863,0
30,9,2,1,0,13984,1,0,2,16,7,345,1,330,0,3,1.0,139840,0
37,0,0,1,0,62879,1,0,2,2,5,1074,3,219,0,3,2.0,1068943,0
35,9,2,1,0,94685,1,0,2,16,7,121,1,129,0,3,1.0,1420275,0
29,6,1,2,0,45377,0,0,0,18,9,158,3,66,0,3,2.0,408393,0
31,9,2,3,0,19175,1,0,0,28,4,121,1,463,0,3,1.0,210925,0
31,9,1,2,0,75883,1,0,0,15,7,345,1,457,0,3,1.0,834713,0
49,5,1,0,0,42214,0,0,0,8,1,158,2,849,0,3,3.0,1224206,0
46,4,1,2,0,76030,0,0,0,30,3,826,1,33,0,3,2.0,1976780,0
30,0,1,1,0,9270,1,0,0,18,1,158,3,709,0,3,2.0,92700,0
31,1,0,1,0,30962,1,0,2,16,7,152,4,121,0,3,1.0,340582,0
42,2,1,1,0,59989,1,1,0,21,8,158,1,44,0,3,0.0,1319758,0
35,4,1,1,0,69268,1,0,0,8,7,345,1,183,0,3,2.0,1039020,0
35,1,1,1,0,80831,1,0,0,27,7,345,1,156,0,3,1.0,1212465,0
57,3,1,0,0,67994,0,0,0,17,8,158,2,300,0,3,2.0,2515778,0
35,7,1,1,0,59376,1,0,2,15,7,345,1,62,0,3,1.0,890640,0
35,4,1,2,0,15537,1,0,0,12,7,523,2,540,0,0,2.0,233055,0
32,0,1,1,0,84319,1,0,0,27,7,345,1,44,0,3,2.0,1011828,0
46,6,1,3,0,-1312,0,0,1,6,1,158,4,223,0,3,2.0,-34112,0
34,1,2,3,0,17265,1,1,2,23,7,152,2,517,0,3,0.0,241710,0
35,9,2,2,0,6370,0,0,2,2,5,87,3,540,0,3,2.0,95550,0
35,4,1,1,0,-5702,1,0,0,27,7,345,2,246,0,3,2.0,-85530,0
48,4,1,2,0,42058,0,0,0,9,1,158,2,592,0,3,2.0,1177624,0
35,9,2,2,0,84503,0,0,0,28,7,518,1,109,0,0,2.0,1267545,0
53,9,2,1,0,97223,0,0,0,7,4,271,1,710,0,3,2.0,3208359,0
60,4,1,3,0,53396,0,0,0,3,0,101,1,734,0,0,2.0,2135840,0
31,9,2,1,0,18678,1,1,2,26,7,245,1,160,0,3,0.0,205458,0
30,6,1,2,0,44961,1,1,2,16,7,152,2,511,0,3,0.0,449610,0
30,2,2,2,0,45973,1,0,0,20,0,52,1,663,0,3,1.0,459730,0
34,1,2,1,0,56731,1,0,2,15,7,345,2,13,0,3,1.0,794234,0
31,1,2,1,0,-2564,1,0,2,28,7,259,2,650,0,3,1.0,-28204,0
34,2,2,1,0,72964,1,0,2,16,7,658,1,652,0,3,1.0,1021496,0
35,1,1,1,0,37540,1,0,0,6,4,14,1,553,0,3,1.0,563100,0
60,5,1,0,0,-4624,0,0,0,13,4,158,1,519,0,3,3.0,-184960,0
33,1,1,1,0,60742,1,0,2,12,5,826,1,384,1,1,1.0,789646,826
36,1,2,1,0,26699,0,1,0,18,0,101,2,214,0,3,2.0,427184,0
34,0,0,1,0,-5708,1,0,2,16,7,259,2,495,0,3,2.0,-79912,0
47,4,1,2,0,33542,0,0,0,20,1,158,1,195,0,3,2.0,905634,0
34,0,2,1,0,87982,1,0,0,21,8,87,3,840,0,3,2.0,1231748,0
35,4,2,1,0,25071,1,0,0,7,4,291,1,111,0,3,2.0,376065,0
34,4,1,2,0,17871,1,0,0,8,7,345,1,423,0,3,2.0,250194,0
32,1,1,1,0,29692,1,0,0,28,7,101,2,62,0,0,1.0,356304,0
30,4,1,2,0,-5891,0,0,0,18,1,158,1,617,0,3,2.0,-58910,0
35,4,1,2,0,11262,1,0,0,27,7,345,1,437,0,3,2.0,168930,0
37,4,2,2,0,-1321,1,0,0,27,7,121,3,293,0,3,2.0,-22457,0
33,4,1,2,0,57775,1,0,0,12,7,82,2,46,0,0,2.0,751075,0
37,9,1,3,0,9799,0,0,2,20,5,64,1,484,0,3,2.0,166583,0
32,7,1,1,0,98302,1,0,2,16,7,259,1,632,0,3,1.0,1179624,0
30,7,1,1,0,-6084,1,0,0,17,4,271,4,128,0,3,1.0,-60840,0
36,2,1,1,0,40278,0,0,2,20,5,48,2,843,0,3,2.0,644448,0
30,6,1,2,0,24984,0,0,0,14,4,158,4,275,0,3,2.0,249840,0
30,0,1,2,0,38907,1,0,0,21,8,121,1,629,0,3,2.0,389070,0
46,4,0,2,0,26194,0,0,0,3,1,177,1,681,0,3,2.0,681044,0
34,1,1,1,0,90844,1,0,2,16,7,152,2,265,0,3,1.0,1271816,0
60,6,1,0,0,86848,0,0,2,16,7,1347,1,747,0,3,2.0,3473920,0
44,10,1,0,0,73064,0,0,0,11,1,158,1,509,0,3,3.0,1753536,0
35,4,0,2,0,61494,0,0,0,21,8,158,2,437,0,3,2.0,922410,0
31,1,2,1,0,6424,1,0,2,15,7,345,2,424,0,3,1.0,70664,0
43,4,1,1,0,68655,1,1,0,4,2,177,2,190,0,3,2.0,1579065,0
32,8,2,3,0,-291,0,0,0,17,4,158,1,83,0,3,3.0,-3492,0
32,0,2,1,0,61695,1,0,2,16,7,345,1,595,0,3,2.0,740340,0
60,5,2,2,0,73676,0,0,0,7,8,658,1,227,0,0,3.0,2947040,0
60,5,1,1,0,28202,1,0,0,7,7,555,1,856,2,2,3.0,1128080,1110
37,9,1,1,0,51364,1,0,0,8,4,271,1,273,0,3,1.0,873188,0
32,0,1,1,0,47861,1,1,0,17,7,351,1,695,2,0,2.0,574332,702
32,7,2,1,0,14346,0,0,0,9,4,66,2,754,0,3,2.0,172152,0
32,0,2,1,0,-1520,0,0,0,30,10,158,1,412,0,3,2.0,-18240,0
33,4,1,2,0,55116,0,0,2,20,5,117,1,314,0,3,2.0,716508,0
49,6,1,1,0,39631,0,0,0,14,4,158,2,435,0,3,2.0,1149299,0
42,9,2,2,0,74345,0,0,0,28,2,101,1,453,0,2,2.0,1635590,0
33,1,1,0,0,71199,0,1,2,8,7,345,1,801,0,3,2.0,925587,0
35,9,2,2,0,33885,1,0,2,30,7,67,3,247,0,3,1.0,508275,0
32,9,1,2,0,1658,1,0,0,4,1,14,3,366,0,3,1.0,19896,0
29,0,2,1,0,50921,1,1,0,27,7,14,1,93,0,3,2.0,458289,0
49,0,1,3,0,13070,0,0,0,26,2,158,1,93,0,3,2.0,379030,0
31,9,2,2,0,44572,0,0,2,20,5,177,4,261,0,3,2.0,490292,0
31,7,1,1,0,35411,1,0,0,27,7,345,2,447,0,3,1.0,389521,0
36,0,0,0,0,28300,0,0,0,18,8,177,2,303,0,3,2.0,452800,0
49,2,1,2,0,97341,0,0,1,21,8,158,4,380,0,3,2.0,2822889,0
29,9,1,2,0,43372,1,1,2,16,7,658,1,692,0,3,0.0,390348,0
57,4,1,2,0,9978,1,0,0,21,8,121,1,317,0,3,2.0,369186,0
34,1,2,1,0,101844,1,0,2,2,5,87,1,756,0,3,1.0,1425816,0
30,7,2,1,0,31472,0,0,2,16,7,345,1,191,0,3,2.0,314720,0
57,1,1,0,0,44179,0,0,0,22,1,158,2,413,0,3,2.0,1634623,0
33,4,1,2,0,-1804,0,0,0,17,0,1027,2,377,1,0,2.0,-23452,1027
30,9,1,1,0,52334,1,0,2,23,7,3076,1,600,0,3,1.0,523340,0
57,1,1,0,0,-1240,0,0,1,12,5,177,1,594,0,3,2.0,-45880,0
35,4,2,1,0,81195,1,0,0,12,0,47,3,227,0,3,2.0,1217925,0
30,9,0,0,0,13320,0,0,0,8,4,121,3,306,0,3,2.0,133200,0
33,4,1,1,0,96181,1,0,2,16,7,152,4,502,0,3,2.0,1250353,0
35,7,1,1,0,-3444,1,0,2,15,7,152,3,561,0,3,1.0,-51660,0
35,9,2,1,0,59944,1,0,2,2,5,87,1,309,0,3,1.0,899160,0
47,1,1,1,0,65305,0,0,0,17,8,158,2,226,0,3,2.0,1763235,0
60,4,2,2,0,59854,1,0,0,9,0,66,3,27,0,3,2.0,2394160,0
30,7,1,1,0,58059,1,0,0,21,8,121,3,658,0,3,1.0,580590,0
59,5,1,0,0,69376,0,0,0,8,1,158,2,131,0,3,3.0,2705664,0
32,0,1,1,0,38224,0,0,0,7,4,158,2,365,0,3,2.0,458688,0
32,7,1,1,0,22560,1,1,0,8,4,271,3,304,0,3,0.0,270720,0
29,2,1,2,0,620,0,0,0,7,4,69,4,174,0,3,2.0,5580,0
51,7,0,1,0,29731,0,0,0,7,4,158,1,844,0,3,2.0,921661,0
34,1,1,1,0,64033,1,0,0,27,7,345,1,469,0,3,1.0,896462,0
46,3,1,1,0,57180,1,0,0,28,3,177,1,775,0,3,1.0,1486680,0
34,1,1,3,0,4479,1,0,2,2,5,87,1,234,0,3,1.0,62706,0
34,1,2,1,0,56737,1,0,0,12,8,101,1,557,0,0,1.0,794318,0
29,2,2,1,0,92920,0,0,0,17,4,271,2,618,0,3,2.0,836280,0
34,9,2,1,0,82803,1,0,0,15,7,345,1,763,0,3,1.0,1159242,0
42,4,1,1,0,37733,1,0,0,11,2,101,1,439,0,0,2.0,830126,0
31,7,1,1,0,38625,0,1,2,25,7,345,1,784,0,3,2.0,424875,0
30,10,2,2,0,57693,1,0,0,27,7,14,1,557,0,3,3.0,576930,0
49,10,0,1,0,-476,1,0,0,12,7,82,1,206,0,1,3.0,-13804,0
31,0,1,1,0,14144,1,0,0,27,7,345,1,791,0,3,2.0,155584,0
46,2,2,1,0,71550,1,0,2,16,7,658,1,624,0,3,1.0,1860300,0
48,7,2,1,0,101742,0,0,0,21,8,177,2,327,0,3,2.0,2848776,0
32,7,2,1,0,91240,1,0,2,23,7,340,3,606,0,3,1.0,1094880,0
33,4,1,1,0,23016,1,0,0,3,2,104,3,737,1,1,2.0,299208,104
60,5,1,0,0,61517,0,0,0,11,1,48,2,668,0,0,3.0,2460680,0
29,6,1,1,0,4070,0,1,0,21,8,158,1,577,0,3,2.0,36630,0
35,9,2,2,0,83874,0,0,0,12,0,101,3,865,0,3,2.0,1258110,0
34,7,2,2,0,67364,1,0,2,16,7,152,3,307,0,3,1.0,943096,0
34,2,2,3,0,83003,0,0,2,6,7,152,2,173,0,3,2.0,1162042,0
57,5,1,1,0,68388,0,0,2,20,5,64,1,117,0,3,3.0,2530356,0
31,2,2,3,0,86773,1,0,2,15,7,152,1,296,0,3,1.0,954503,0
49,2,1,1,0,61740,1,0,0,17,2,101,3,792,0,3,1.0,1790460,0
37,4,1,2,0,23888,1,0,0,27,7,121,3,568,0,3,2.0,406096,0
30,3,1,1,0,43163,0,0,0,6,1,158,1,331,0,3,2.0,431630,0
30,2,1,2,0,12011,0,0,0,15,3,101,1,116,0,0,2.0,120110,0
31,0,1,1,0,90037,1,0,2,15,7,345,4,519,0,3,2.0,990407,0
51,0,1,2,0,47785,0,0,2,20,5,177,3,535,0,3,2.0,1481335,0
36,7,0,1,0,40452,1,0,0,18,1,79,1,320,0,3,1.0,647232,0
60,10,2,2,0,22124,0,0,0,26,4,158,3,81,0,3,3.0,884960,0
34,4,1,2,0,19366,1,0,2,15,7,152,1,565,0,3,2.0,271124,0
33,1,2,1,0,86478,0,0,0,4,5,117,2,814,0,3,2.0,1124214,0
32,1,1,1,0,61483,1,0,0,28,3,101,3,503,0,0,1.0,737796,0
30,0,2,1,0,-3362,1,0,0,2,5,184,1,538,0,3,2.0,-33620,0
33,9,1,1,0,38149,1,0,0,27,7,345,1,786,0,3,1.0,495937,0
29,0,2,3,0,94486,1,0,2,26,7,152,1,419,0,3,2.0,850374,0
30,9,1,1,0,-3720,0,1,0,4,1,158,3,358,0,3,2.0,-37200,0
30,5,1,0,0,61599,0,0,0,30,5,142,2,558,0,3,3.0,615990,0
32,9,2,1,0,16757,1,0,0,28,0,132,4,313,0,1,1.0,201084,0
30,4,1,1,0,70622,1,0,0,27,7,345,1,578,0,3,2.0,706220,0
35,9,2,0,0,93179,1,0,0,30,9,826,1,25,0,3,1.0,1397685,0
29,2,1,1,0,31011,0,0,1,5,7,14,2,618,0,3,2.0,279099,0
34,1,1,1,0,37409,1,0,1,3,2,826,1,180,0,3,1.0,523726,0
30,0,2,1,0,87369,0,0,0,18,7,121,3,239,0,3,2.0,873690,0
31,1,1,1,0,93523,1,0,2,15,7,152,2,32,0,3,1.0,1028753,0
31,1,0,1,0,60473,0,0,2,2,5,87,2,823,0,3,2.0,665203,0
31,7,0,1,0,61178,1,0,2,2,5,64,1,439,0,3,1.0,672958,0
42,6,1,1,0,83674,1,0,0,21,8,121,1,600,0,3,1.0,1840828,0
33,1,1,3,0,32887,0,0,1,12,4,101,4,87,1,1,2.0,427531,101
31,9,0,2,0,-4183,1,0,0,21,8,87,1,341,0,0,1.0,-46013,0
34,1,1,1,0,65757,1,0,0,27,7,345,1,121,0,3,1.0,920598,0
31,0,0,2,0,46168,1,0,0,27,7,121,4,645,0,3,2.0,507848,0
31,9,1,1,0,38698,1,0,0,27,7,345,1,495,0,3,1.0,425678,0
33,1,1,1,0,93665,0,0,0,13,1,158,1,594,0,3,2.0,1217645,0
32,7,1,1,0,30603,1,0,0,17,4,271,1,674,0,3,1.0,367236,0
58,4,2,2,0,96777,0,0,0,8,1,158,2,476,0,3,2.0,3677526,0
31,2,2,2,0,44312,1,0,2,16,7,152,4,766,0,3,1.0,487432,0
49,3,1,0,0,39683,0,0,0,26,7,826,1,453,0,3,2.0,1150807,0
31,9,1,2,0,-3903,1,0,2,16,7,259,1,783,0,3,1.0,-42933,0
34,7,2,1,0,42030,1,0,2,26,7,345,1,-1,0,3,1.0,588420,0
30,6,1,2,0,61775,1,0,0,5,7,14,1,12,0,3,1.0,617750,0
36,4,1,2,0,38737,1,0,2,15,7,246,1,462,0,3,2.0,619792,0
33,4,1,1,0,33379,1,0,0,27,7,345,1,811,0,3,2.0,433927,0
57,5,1,1,0,70503,0,0,0,13,2,14,2,108,0,3,3.0,2608611,0
31,0,2,1,0,60190,1,0,0,20,2,101,3,853,0,2,2.0,662090,0
32,1,1,1,0,54570,1,0,0,12,7,132,1,412,0,0,1.0,654840,0
30,1,1,0,0,2007,0,0,0,17,4,158,3,35,0,3,2.0,20070,0
36,3,0,2,0,56694,0,0,0,17,5,177,3,304,0,3,2.0,907104,0
30,4,2,2,0,34620,1,0,0,7,4,271,3,195,0,3,2.0,346200,0
29,2,1,1,0,29986,1,0,2,16,7,755,1,586,0,3,1.0,269874,0
45,1,1,0,0,28510,0,1,0,7,4,271,3,173,0,3,2.0,712750,0
31,3,2,1,0,39010,0,0,0,7,7,126,1,454,0,0,2.0,429110,0
33,1,1,0,0,99545,1,0,2,20,5,184,3,9,0,3,1.0,1294085,0
30,7,1,1,0,60124,1,0,0,7,4,69,1,816,0,3,1.0,601240,0
30,5,1,1,0,61631,0,0,1,18,1,158,1,47,0,3,3.0,616310,0
30,3,2,1,0,210,0,0,0,17,0,158,1,281,0,3,2.0,2100,0
29,0,1,1,0,63293,1,0,0,7,4,271,1,732,0,3,2.0,569637,0
32,2,2,1,0,62774,1,0,0,21,8,101,2,864,0,0,1.0,753288,0
35,7,1,1,0,101933,1,1,0,28,4,658,1,706,0,0,0.0,1528995,0
31,1,1,1,0,81357,1,0,0,27,7,345,2,362,0,3,1.0,894927,0
32,0,1,3,0,26694,1,0,0,28,4,158,2,670,0,3,2.0,320328,0
36,1,1,0,0,99210,1,1,2,25,7,152,2,408,0,3,0.0,1587360,0
37,4,1,2,0,75362,0,0,0,12,7,87,1,449,2,0,2.0,1281154,174
30,9,2,1,0,-2800,1,0,0,18,1,158,2,368,0,3,1.0,-28000,0
30,1,2,1,0,15670,0,0,0,6,6,101,1,298,0,3,2.0,156700,0
32,1,2,1,0,69133,1,0,0,7,7,351,2,58,0,0,1.0,829596,0
48,3,1,0,0,6604,1,0,0,17,0,177,1,330,0,3,1.0,184912,0
37,9,0,1,0,-2692,0,0,2,2,5,87,1,490,0,3,2.0,-45764,0
45,1,2,1,0,7957,1,1,1,7,4,69,1,863,0,3,0.0,198925,0
32,7,1,3,0,42871,1,0,0,17,7,87,1,753,0,0,1.0,514452,0
30,4,1,2,0,42260,1,1,0,26,1,158,4,111,0,3,2.0,422600,0
53,9,1,1,0,-6357,1,1,0,18,1,158,2,19,0,3,0.0,-209781,0
33,4,1,1,0,87474,1,1,0,4,1,158,4,217,0,3,2.0,1137162,0
37,9,0,1,0,79026,1,0,0,7,4,69,1,771,0,3,1.0,1343442,0
35,9,1,1,0,24511,0,0,0,19,1,158,1,481,0,3,2.0,367665,0
34,4,2,1,0,11160,1,0,0,30,0,82,1,206,0,3,2.0,156240,0
43,5,1,0,0,4625,1,1,1,7,4,271,3,643,0,3,3.0,106375,0
58,5,0,1,0,-703,0,0,0,14,0,203,2,412,0,3,3.0,-26714,0
53,7,1,1,0,30074,0,1,0,21,8,158,1,815,0,3,2.0,992442,0
33,4,1,1,0,74509,1,0,0,27,7,345,2,189,0,3,2.0,968617,0
35,4,2,2,0,-5357,0,1,0,26,2,101,3,266,0,0,2.0,-80355,0
30,9,1,1,0,36961,1,0,0,18,1,48,2,793,0,3,1.0,369610,0
36,4,1,2,0,76505,0,0,2,2,5,177,1,856,0,3,2.0,1224080,0
31,1,1,1,0,78165,1,0,0,27,7,345,1,20,0,3,1.0,859815,0
57,9,1,1,0,80418,1,1,2,20,5,117,2,24,0,3,0.0,2975466,0
27,9,1,1,0,81835,0,0,2,16,7,87,3,510,0,3,2.0,572845,0
37,4,1,1,0,73087,1,0,0,20,2,101,1,359,0,3,2.0,1242479,0
35,4,1,2,0,86109,0,0,0,18,8,48,2,546,0,3,2.0,1291635,0
29,0,1,1,0,20639,1,0,0,27,7,121,4,184,0,0,2.0,185751,0
31,1,1,0,0,87444,1,0,1,3,2,158,2,388,0,3,1.0,961884,0
34,7,2,1,0,33230,0,0,2,2,5,67,1,223,0,3,2.0,465220,0
57,0,0,0,0,-3090,0,0,0,3,0,826,3,3,1,3,2.0,-114330,826
34,6,2,1,0,42932,1,1,0,30,7,248,1,501,0,3,0.0,601048,0
34,1,2,1,0,64893,1,0,2,15,7,345,1,747,0,3,1.0,908502,0
31,4,2,2,0,75431,1,0,0,3,2,158,3,729,0,3,2.0,829741,0
36,3,1,0,0,34588,0,0,2,20,5,177,1,71,0,3,2.0,553408,0
34,1,2,1,0,75540,0,0,0,7,7,87,2,749,0,0,2.0,1057560,0
48,6,1,2,0,1056,0,0,2,2,5,117,2,461,0,3,2.0,29568,0
35,1,0,1,0,47342,1,0,0,12,7,82,3,164,0,1,1.0,710130,0
33,1,1,1,0,55550,1,0,0,27,7,345,1,704,0,3,1.0,722150,0
35,9,2,2,0,82599,0,0,0,21,8,207,2,499,0,3,2.0,1238985,0
35,7,1,1,0,-3186,1,0,0,27,7,345,2,284,0,3,1.0,-47790,0
30,9,2,1,0,34281,1,0,0,15,7,345,1,377,0,3,1.0,342810,0
33,4,1,2,0,83707,1,0,0,7,4,104,4,421,0,1,2.0,1088191,0
31,7,1,1,0,84584,1,1,0,27,7,121,4,182,0,0,0.0,930424,0
45,4,1,2,0,43308,0,0,0,28,3,158,3,272,0,3,2.0,1082700,0
29,5,1,3,0,49050,0,0,2,26,7,121,2,16,0,3,3.0,441450,0
31,7,1,1,0,14573,1,0,2,2,5,117,1,434,0,3,1.0,160303,0
33,1,1,1,0,84257,1,0,2,15,7,152,2,424,0,3,1.0,1095341,0
31,4,1,2,0,97091,1,1,2,23,7,427,1,64,0,3,2.0,1068001,0
57,4,1,2,0,96544,0,0,0,18,1,158,2,375,0,3,2.0,3572128,0
31,1,1,0,0,3942,1,1,0,3,2,132,2,759,0,3,0.0,43362,0
30,9,1,2,0,73067,1,0,0,27,7,121,1,476,0,3,1.0,730670,0
30,9,2,1,0,81034,1,0,2,26,7,658,2,124,0,3,1.0,810340,0
43,1,1,1,0,52096,1,0,0,18,1,48,2,703,0,3,1.0,1198208,0
34,2,2,1,0,42871,1,0,2,28,7,152,4,286,0,3,1.0,600194,0
37,1,1,1,0,45630,1,0,0,18,1,158,1,188,0,3,1.0,775710,0
34,9,2,1,0,56403,1,0,0,3,0,101,2,19,0,3,1.0,789642,0
48,1,1,0,0,19880,0,0,2,2,5,64,3,314,0,3,2.0,556640,0
30,8,2,1,0,75193,0,0,0,7,8,555,1,258,2,2,3.0,751930,1110
35,7,1,1,0,67054,1,1,0,7,4,271,1,798,0,3,0.0,1005810,0
51,4,1,2,0,86139,0,0,0,18,1,158,2,776,0,3,2.0,2670309,0
32,2,1,1,0,72942,1,0,0,26,2,101,1,755,0,0,1.0,875304,0
30,8,2,2,0,96765,0,0,0,17,4,66,1,361,0,3,3.0,967650,0
43,9,1,1,0,90924,0,0,0,20,0,177,2,292,0,3,2.0,2091252,0
33,1,1,0,0,44873,1,0,0,27,7,345,1,326,0,3,1.0,583349,0
31,4,1,1,0,25017,1,0,0,27,7,345,1,559,0,3,2.0,275187,0
37,1,1,1,0,2546,0,0,0,2,5,184,1,727,0,3,2.0,43282,0
34,3,1,0,0,72450,0,0,2,12,5,177,2,658,0,3,2.0,1014300,0
34,1,2,1,0,75716,1,0,2,16,7,121,2,114,0,3,1.0,1060024,0
35,4,1,1,0,46727,1,0,0,27,7,345,2,414,0,3,2.0,700905,0
37,9,1,1,0,46140,1,0,2,26,7,121,2,570,0,3,1.0,784380,0
33,1,1,0,0,83686,0,0,2,2,5,134,2,167,0,3,2.0,1087918,0
25,9,2,1,0,80036,1,0,0,27,7,345,1,718,0,3,1.0,400180,0
46,0,0,0,0,4098,0,0,0,21,8,177,1,86,0,3,2.0,106548,0
30,7,1,1,0,45785,1,0,2,16,7,658,1,351,0,3,1.0,457850,0
40,0,1,2,0,7564,0,0,1,21,8,158,3,760,0,3,2.0,151280,0
30,7,1,1,0,73117,1,0,2,26,7,121,2,272,0,3,1.0,731170,0
33,4,1,1,0,97962,1,0,0,27,7,345,2,862,0,3,2.0,1273506,0
34,7,1,1,0,50657,1,0,2,15,7,152,4,415,0,3,1.0,709198,0
34,1,1,1,0,99243,1,0,0,27,7,345,1,661,0,3,1.0,1389402,0
31,0,0,1,0,83057,1,0,2,2,5,67,2,551,0,3,2.0,913627,0
37,2,1,2,0,74455,1,0,2,2,5,177,1,693,0,3,1.0,1265735,0
40,6,2,3,0,82491,0,0,2,30,5,117,3,842,0,3,2.0,1649820,0
37,9,2,1,0,99846,1,0,0,21,8,132,1,35,0,3,1.0,1697382,0
33,4,2,1,0,76041,1,0,0,8,7,345,2,7,0,3,2.0,988533,0
29,10,1,1,0,97920,1,0,0,7,7,138,2,538,0,3,3.0,881280,0
39,0,1,1,0,63973,0,0,2,26,7,152,2,366,0,3,2.0,1215487,0
29,5,1,3,0,69116,1,0,1,7,4,158,2,301,0,3,3.0,622044,0
48,10,1,0,0,86555,0,0,0,30,6,826,1,6,0,3,3.0,2423540,0
