,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,score,an_income,pre_total_duration,stacking_f,stacking_o,stacking_s,stacking_u
8027,37,1,1,1,0,100482,1,0,0,15,7,345,1,480,0,1.0,1708194,0,0.0019834662090302962,-0.0007531543338169105,0.0003667496256398624,0.9984029384991473
8028,49,8,2,2,0,-3228,0,0,0,9,0,66,1,665,0,3.0,-93612,0,0.09053667269544209,-0.0009714335379097799,0.006572799831710755,0.9038619610107808
8029,51,4,1,2,0,84002,0,0,0,18,1,158,1,84,0,2.0,2604062,0,0.0019193867742204052,-0.0006014295366394105,0.0008423385716608729,0.9978397041907574
8030,35,4,1,2,0,59228,0,0,0,28,8,101,1,360,0,2.0,888420,0,0.7932982006781268,0.15464547777651227,0.024097298277829395,0.02795902326753441
8031,31,9,1,1,0,83646,1,1,0,4,1,48,2,470,0,0.0,920106,0,0.017496939887925597,-0.0022043061344386924,-0.010842132437136935,0.9955494986836516
8032,43,0,0,1,0,392,1,1,0,4,1,177,2,277,0,2.0,9016,0,-0.00045576793000144666,-0.002438029630922753,-0.0021833944134684834,1.0050771919743924
8033,37,0,0,1,0,7356,1,0,2,20,5,87,1,868,0,2.0,125052,0,0.02427386265421881,0.0032394610939301544,0.007052535261744184,0.9654341409901306
8034,31,4,2,2,0,19631,1,0,0,28,7,658,2,841,0,2.0,215941,0,0.6562530047424138,0.14738110764069157,0.015478194808730214,0.18088769280816974
8035,35,1,1,1,0,19643,1,0,0,27,7,1045,2,395,0,1.0,294645,0,0.00785021699269807,0.004731948528001552,0.002361434340561689,0.9850564001387376
8036,51,5,1,0,0,7714,0,0,1,22,1,158,2,93,0,3.0,239134,0,0.0016791388777719768,-0.0002488019836045033,-0.00046461785924520674,0.9990342809650783
8037,48,9,1,1,0,45609,1,0,0,18,8,158,3,709,0,1.0,1277052,0,0.0027506000483761284,0.0032992882341416237,0.002170670095912682,0.991779441621575
8038,30,2,1,2,0,68363,0,1,0,21,8,158,1,182,0,2.0,683630,0,0.005747806080834375,0.0033281346843856557,-0.00034315217146033486,0.9912672114062424
8039,33,4,2,2,0,53485,1,1,0,18,1,48,3,242,0,2.0,695305,0,0.003238634193146517,0.0037350209216869754,-4.8123581267666554e-05,0.9930744684664355
8040,31,9,1,1,0,73536,1,0,0,26,2,101,1,451,0,1.0,808896,0,0.5561861992747985,0.05018281111642037,0.03731312075750176,0.3563178688512812
8041,31,7,1,0,0,59590,1,0,0,15,7,345,1,261,0,1.0,655490,0,0.005509068002957168,-0.002440887845020022,-0.0003428478092932022,0.9972746676513564
8042,37,1,1,1,0,81320,1,0,0,17,7,82,1,185,1,1.0,1382440,82,0.8865167300290042,0.08552752424089274,0.033878196273658165,-0.005922450543546898
8043,34,4,2,1,0,35937,1,0,0,27,7,345,2,284,0,2.0,503118,0,0.00034917112850917087,-0.0004640651451891728,0.00012761076441446598,0.9999872832522649
8044,31,7,2,1,0,49197,1,0,0,27,7,121,2,828,0,1.0,541167,0,0.025092798186401657,0.004632855528965071,-0.0029414268131008475,0.9732157730977367
8045,29,4,2,2,0,59418,0,0,0,7,4,158,3,562,0,2.0,534762,0,0.004806989257467531,0.0012019055388801034,0.0005094185122063097,0.9934816866914459
8046,37,0,1,1,0,10975,1,0,0,27,7,345,2,237,0,2.0,186575,0,0.0014794804497252345,-0.001255664884091498,-0.00015370777375324496,0.9999298922081192
8047,31,1,0,1,0,21025,1,0,0,27,7,121,1,760,0,1.0,231275,0,0.008198168588415933,0.015682661440184084,0.004093875886517962,0.9720252940848807
8048,53,10,1,1,0,15125,1,0,0,7,7,87,1,166,0,3.0,499125,0,0.8526341388492182,0.05429791675183465,0.009504809384433755,0.08356313501450341
8049,33,1,1,0,0,83666,0,0,2,15,7,152,2,431,0,2.0,1087658,0,0.00029291482600386776,-0.0002728258969166772,-0.00010556334000965881,1.0000854744109229
8050,40,2,2,1,0,71877,1,1,0,3,0,104,1,272,0,0.0,1437540,0,0.06073311600022194,0.03720415168952275,0.007987777113523402,0.8940749551967203
8051,35,4,1,2,0,82572,1,0,0,17,0,161,1,339,0,2.0,1238580,0,0.006933588021359127,0.012999090136503178,0.008111104625099485,0.971956217217042
8052,31,9,2,1,0,97310,0,0,0,22,1,158,4,466,0,2.0,1070410,0,0.005811979198274364,0.0026349525759263755,-0.0005353554161619083,0.992088423641958
8053,27,2,2,2,0,13699,0,0,2,2,5,117,2,410,0,2.0,95893,0,-0.00032837098017483857,-0.00077936350191736,-0.0009965702326688967,1.0021043047147615
8054,49,2,1,2,0,34609,0,0,0,2,5,177,1,396,0,2.0,1003661,0,0.002641174276910005,0.0022664395159093832,-0.0003199009614088498,0.9954122871685904
8055,39,7,2,1,0,77553,0,0,0,8,4,43,2,567,0,2.0,1473507,0,0.004577690669945164,-0.0024976689426087773,0.003616901098018443,0.9943030771746451
8056,37,4,1,2,0,73756,1,0,0,27,7,345,3,500,0,2.0,1253852,0,-0.00033003397257548583,-0.0009493269466973736,0.0007756146845730727,1.0005037462346993
8057,30,4,1,2,0,53622,0,0,0,18,1,158,4,457,0,2.0,536220,0,0.002522882027399642,-0.00040926471454202223,-0.00043019786076695793,0.9983165805479092
8058,34,4,1,2,0,37751,1,0,0,27,7,1045,1,447,0,2.0,528514,0,0.006213781716274347,0.0008159461028175129,0.0006616754609356061,0.9923085967199725
8059,30,9,1,1,0,-1102,1,0,0,7,4,271,1,843,0,1.0,-11020,0,0.006336454525830051,0.0011585929595289979,0.0001229464317008197,0.9923820060829389
8060,32,4,1,2,0,42508,0,0,1,3,2,126,1,858,0,2.0,510096,0,0.24834071793347096,0.06496144507670376,0.013682677108424239,0.6730151598813783
8061,29,0,0,1,0,37715,1,0,2,23,7,259,3,220,0,2.0,339435,0,-0.0003680372543191923,-0.0007116786014465075,-0.00019386929745709297,1.0012735851532222
8062,37,4,1,1,0,90938,1,0,0,2,5,184,1,638,0,2.0,1545946,0,0.00527487002378027,0.0025418105738726285,0.0011612736393236955,0.9910220457630237
8063,30,1,1,1,0,58792,1,0,0,27,7,121,3,707,0,1.0,587920,0,0.019716010995368932,0.004030645516392484,0.001074219202535743,0.9751791242857044
8064,30,8,2,1,0,49965,0,0,0,17,0,101,1,521,2,3.0,499650,202,0.5579620130695283,-0.0012619429803126352,0.4131903906980449,0.030109539212709313
8065,43,9,2,1,0,45293,1,1,0,21,8,158,3,104,0,0.0,1041739,0,0.0017854661336658834,0.0008043196213670389,0.0013482177415556386,0.9960619965034122
8066,60,5,1,1,0,75410,0,0,0,9,0,158,1,474,0,3.0,3016400,0,0.010637084076790052,0.0006206812352348746,0.012769328724073072,0.9759729059639013
8067,33,1,1,1,0,92284,1,0,2,15,7,345,1,679,0,1.0,1199692,0,0.000659314403200717,-0.0010516611425435071,0.00020869102799054434,1.0001836557113517
8068,48,9,1,2,0,98817,0,1,0,8,4,158,2,663,0,2.0,2766876,0,0.002630757157867883,-0.0004668172420251304,-0.00038751723363628435,0.9982235773177934
8069,60,5,1,0,0,90400,0,0,2,16,7,138,1,646,0,3.0,3616000,0,0.009636233103378605,-0.0012166895392950738,0.0010205303703200615,0.9905599260656026
8070,37,0,1,2,0,98514,1,0,0,12,7,87,2,235,1,2.0,1674738,87,0.9163167696463606,0.06289771546855505,0.0259810862924605,-0.00519557140738558
8071,29,7,1,1,0,92330,1,0,0,2,5,177,1,235,0,1.0,830970,0,0.002563451275491152,0.009460983588030013,-0.0002716122862803441,0.9882471774227573
8072,30,0,0,2,0,63662,0,0,0,13,1,158,4,278,0,2.0,636620,0,0.001183581709056969,-0.0006117237735407122,-0.0002917541951780421,0.9997198962596611
8073,35,9,0,1,1,84123,0,0,0,8,4,121,1,728,0,-2.0,1261845,0,0.06794990605368956,0.011598434197032863,0.006557369969961041,0.9138942897793136
8074,36,1,0,0,0,7760,0,0,0,17,4,69,3,332,0,2.0,124160,0,0.003953870081855007,0.0011901052488128075,0.002670976272067943,0.9921850483972643
8075,30,6,2,2,0,76278,1,0,0,17,7,121,1,284,0,1.0,762780,0,0.06303229378080125,-0.007642436695659269,-0.0046082303783290535,0.9492183732931917
8076,32,4,1,2,0,97608,1,0,0,3,2,126,2,636,0,2.0,1171296,0,0.08510481007959197,0.11926231940029809,0.02090830360097145,0.7747245669191277
8077,32,9,2,1,0,72015,0,0,0,17,7,87,2,554,1,2.0,864180,87,0.862162000001494,0.09449517657674569,0.05263474267665529,-0.009291919254898584
8078,37,1,1,1,0,33845,1,0,0,8,7,345,1,288,0,1.0,575365,0,0.005941484890721188,-0.006790120022869613,-0.0008600592792736977,1.0017086944114222
8079,37,4,1,1,0,84460,1,0,0,27,7,345,1,735,0,2.0,1435820,0,0.0004797877087149016,-0.0011917359421110205,0.0001551753416066809,1.0005567728917888
8080,35,9,1,1,0,10659,1,0,0,6,8,101,1,839,0,1.0,159885,0,0.8232521301008784,0.16910407316373577,0.00749196957231779,0.00015182716307360344
8081,34,7,2,3,0,68917,1,0,2,15,7,152,1,273,0,1.0,964838,0,-0.00033029153119101817,-0.00032257156969466363,0.0008549364331415718,0.9997979266677436
8082,32,6,2,2,0,94821,1,0,0,26,2,14,4,295,0,1.0,1137852,0,0.009848799009163675,0.01920424435805327,0.00274195173291464,0.9682050048998716
8083,46,10,1,3,0,22081,0,0,0,16,4,158,3,228,0,3.0,574106,0,-0.0008526233987958404,0.0025804945830091124,0.002708486796507748,0.9955636420192792
8084,33,9,0,0,0,51118,1,0,2,26,7,259,2,364,0,1.0,664534,0,0.0008300193947143458,0.0010994678750697942,-8.071175379738976e-05,0.9981512244840129
8085,35,10,1,1,0,26752,1,0,0,20,0,101,1,321,0,3.0,401280,0,0.44962028672140186,0.11613474776435002,0.015451017008377164,0.41879394850588525
8086,37,0,0,2,0,19227,0,0,0,9,1,158,2,818,0,2.0,326859,0,0.010254055723162528,-0.002262388545093648,0.00227507265284054,0.9897332601690858
8087,34,1,1,1,0,96369,1,0,0,27,7,345,1,529,0,1.0,1349166,0,0.0020746931989221173,-0.0010244901575131582,-0.0003248697254767084,0.9992746666840675
8088,31,1,2,1,0,61172,1,0,2,15,7,152,4,57,0,1.0,672892,0,0.0006468482545880366,0.0003739262834637491,-0.00042323713703103574,0.9994024625989789
8089,36,1,2,1,0,93283,1,1,0,4,0,158,1,47,0,0.0,1492528,0,0.0038000275220406027,0.0022404043045470105,-0.00028363342232520447,0.9942432015957363
8090,30,6,2,2,0,47888,0,0,0,7,4,158,4,372,0,2.0,478880,0,0.002964824055738585,0.0007418891324664605,2.044909925291022e-06,0.9962912419018688
8091,33,1,1,0,0,22711,1,0,2,16,7,345,1,79,0,1.0,295243,0,-8.324000748304028e-05,-0.000882180677300129,-0.0007049199462085265,1.0016703406309921
8092,30,7,1,1,0,9093,1,0,2,26,7,345,1,652,0,1.0,90930,0,-0.0004609335630146316,-0.0014336120161816956,-0.0002895533027072496,1.002184098881903
8093,46,3,0,0,0,15243,0,0,0,14,0,14,1,433,0,2.0,396318,0,0.007628078100261684,0.053828567006906414,0.03475767585869946,0.9037856790341351
8094,31,1,1,1,0,62104,1,0,0,7,4,271,1,188,0,1.0,683144,0,0.012061449962206039,0.008632235114015757,0.0029519566281578074,0.9763543582956189
8095,35,9,0,2,0,80873,0,0,2,20,5,87,1,559,0,2.0,1213095,0,0.0018949558833307872,0.0016876109099373884,0.002652823119594609,0.9937646100871372
8096,32,0,2,1,0,82785,1,0,2,16,7,152,1,496,0,2.0,993420,0,0.001374382762098822,-0.0006313426876118737,0.0005235849666632222,0.9987333749588492
8097,34,9,2,1,0,56275,1,1,2,12,5,117,2,683,0,0.0,787850,0,0.02036245513301299,0.04139804938555962,0.0010395546697722774,0.9371999408116423
8098,31,1,1,1,0,90183,1,0,2,16,7,345,1,126,0,1.0,992013,0,-0.00010523228954388564,-0.0004782508639450747,-0.0007732388154251396,1.0013567219689146
8099,53,9,1,1,0,60341,1,1,2,2,5,87,1,429,0,0.0,1991253,0,0.005751648896638706,-0.0009932456692261019,-0.00026758712282395555,0.9955091838954104
8100,48,1,1,1,0,-3693,0,0,0,8,1,158,4,249,0,2.0,-103404,0,0.00028086874369416537,-0.0015386092311513722,-0.0005168637518262152,1.0017746042392832
8101,31,0,2,1,0,843,1,0,0,27,7,345,2,51,0,2.0,9273,0,0.001625931801725225,-0.0011338492833891378,0.00016420385360376225,0.9993437136280601
8102,31,0,1,1,0,17245,1,0,2,2,5,1133,2,814,0,2.0,189695,0,0.0012745425767228813,0.007109810358223192,0.0009453380425410614,0.9906703090225214
8103,31,9,0,1,0,72821,1,0,2,28,7,121,1,400,0,1.0,801031,0,0.005295099466433209,-0.00874784993815976,0.026832199756256402,0.976620550715465
8104,34,7,0,1,0,29513,1,0,2,26,7,259,2,301,0,1.0,413182,0,-0.00028010469960790263,-0.00012958703411716788,0.00023463284112203164,1.0001750588926024
8105,51,9,0,2,0,85365,0,0,0,8,1,177,4,415,0,2.0,2646315,0,0.0014676598522781192,0.0006016104184281869,-0.00010763700111515381,0.9980383667304122
8106,30,1,2,1,0,42076,1,0,2,26,7,345,1,167,0,1.0,420760,0,0.0007044126537142509,-0.001302578929643243,-0.0005532656457995361,1.0011514319217283
8107,29,0,2,1,0,41285,1,0,2,16,7,152,3,236,0,2.0,371565,0,-0.00018624632712557765,-0.0007671223641207564,-0.0001997944271094343,1.0011531631183552
8108,36,1,1,0,0,42320,0,0,1,12,4,158,1,654,0,2.0,677120,0,0.006257907937840049,0.0024446705644338707,0.002651396131933239,0.988646025365793
8109,56,3,1,0,0,19621,0,0,1,3,1,158,2,148,0,2.0,706356,0,0.00022621120080031087,-0.0003822054983176684,-0.0007163447062326182,1.0008723390037504
8110,28,4,1,2,0,64550,1,1,0,7,4,271,1,142,0,2.0,516400,0,0.002098554929181956,0.004131149215933095,-0.0002504014146456207,0.99402069726953
8111,31,7,2,1,0,47227,1,0,2,26,7,658,1,444,0,1.0,519497,0,0.003665755919806335,0.002798360169980741,0.0013296280950164663,0.9922062558151963
8112,31,6,2,2,0,46709,1,0,0,3,2,101,3,473,1,1.0,513799,101,0.5349892941356554,0.4292665378405261,0.06385035874140799,-0.028106190717583912
8113,49,6,1,2,0,63348,1,0,0,21,8,14,1,337,0,1.0,1837092,0,0.029348004958869786,0.010604375698533675,0.004705208215127906,0.9553424111274682
8114,33,9,0,1,0,32422,1,0,2,30,7,152,2,665,0,1.0,421486,0,-0.0004556141912638867,0.003906543015256423,0.0009174576697997643,0.9956316135062068
8115,30,9,1,2,0,18269,1,0,0,7,4,271,3,787,0,1.0,182690,0,0.004446511609736803,0.002109536585190537,0.0015621141693157314,0.9918818376357558
8116,32,9,2,1,0,85540,0,0,0,28,7,101,1,621,0,2.0,1026480,0,0.831420737947244,0.11856347698588195,0.010203118574209125,0.039812666492643145
8117,60,6,1,3,0,62538,0,0,0,11,7,826,1,175,2,2.0,2501520,1652,0.3461049834343502,0.0721535505636273,0.5373774090146317,0.04436405698744783
8118,30,7,1,1,0,67611,0,1,0,18,8,48,2,827,0,2.0,676110,0,0.014607855274567816,0.0024163345470776185,-0.0006941761912277258,0.9836699863695779
8119,31,9,2,1,0,70317,1,0,0,7,4,271,3,660,0,1.0,773487,0,0.00609868282384364,0.004194437824920589,0.0031655936907635344,0.9865412856604702
8120,39,4,1,2,0,4548,1,0,0,27,7,345,1,242,0,2.0,86412,0,0.0001243295507746961,-0.0008742248178356359,9.974577935515164e-05,1.0006501494877051
8121,35,9,1,0,0,59625,1,0,0,28,7,87,4,549,0,1.0,894375,0,0.6950782882167026,0.09302585134003118,0.0030445462513332966,0.20885131419195813
8122,43,4,1,1,0,13467,1,1,0,21,8,87,4,76,0,2.0,309741,0,0.12998704575462966,0.017770260018259217,0.0018578555453583855,0.8503848386817581
8123,60,4,2,2,0,33453,0,0,0,13,2,158,1,565,0,2.0,1338120,0,0.0037445742291031814,-0.0046433139127746645,0.0013823869971966267,0.9995163526864751
8124,33,4,1,2,0,43845,0,0,0,12,7,101,3,353,3,2.0,569985,303,-0.07066316573569216,0.5485747997758185,0.4336134268030567,0.08847493915681781
8125,34,4,1,1,0,55419,1,0,0,27,7,345,2,310,0,2.0,775866,0,0.0003010771795832895,-0.0008099300010870059,-0.0008278447734415134,1.0013366975949458
8126,29,5,1,0,0,68250,0,0,0,7,1,101,3,312,3,3.0,614250,303,0.3221488911625612,0.3559426520755974,0.22712531051872686,0.09478314624311257
8127,32,4,2,2,0,92362,0,0,0,12,4,104,4,334,1,2.0,1108344,104,0.22871970971371408,0.7637697000057305,0.0306010682712798,-0.023090477990709624
8128,30,7,2,1,0,-4436,1,0,0,27,7,271,1,203,0,1.0,-44360,0,0.0015443218059646019,-0.00323353195103886,-0.0006926066418093332,1.002381816786883
8129,31,1,2,1,0,59155,0,0,0,2,7,259,2,404,0,2.0,650705,0,0.039737850834640376,-0.0025139434714923706,0.024481649631999496,0.9382944430048596
8130,37,5,1,1,0,1361,1,0,0,17,0,82,2,323,1,3.0,23137,82,0.8111453738682729,0.08868733165994352,0.04026530056776853,0.059901993904017514
8131,30,9,2,2,0,-408,0,0,0,9,6,158,1,695,0,2.0,-4080,0,-0.0017648643340807402,-0.00921937950193991,-0.00036647397006592947,1.0113507178060834
8132,33,4,1,1,0,61848,1,0,0,27,7,345,1,688,0,2.0,804024,0,0.00035659370554401437,-0.0007223594394503638,-0.0007681250368752612,1.001133890770782
8133,30,4,1,2,0,91660,0,0,2,2,5,158,3,515,0,2.0,916600,0,7.177525015110431e-05,-0.0008980923693865314,-0.0006328733603823584,1.0014591904796175
8134,39,9,2,2,0,-3211,0,0,2,20,5,177,1,707,0,2.0,-61009,0,0.0006996736283334942,0.00014542571069978832,-0.00013887236930043567,0.9992937730302677
8135,63,0,1,1,0,90661,1,0,0,7,2,101,2,650,0,2.0,3898423,0,0.7226780037645464,0.08107605339508588,0.0059039234793327,0.1903420193610511
8136,57,4,1,2,0,29112,1,1,0,21,8,101,3,693,0,2.0,1077144,0,0.18185457101340907,0.054771262355094,0.014282691149782553,0.7490914754817332
8137,33,4,1,1,0,59758,1,0,0,27,7,345,1,790,0,2.0,776854,0,0.0018398717334047882,-0.0007239565346142188,-0.00025228188970256166,0.9991363666909118
8138,36,5,1,1,0,100515,0,0,0,8,7,1045,1,39,0,3.0,1608240,0,0.02825510639083602,0.019388488151543166,-0.003901161204117872,0.9562575666617286
8139,35,9,1,2,0,85035,1,0,0,3,0,132,2,104,0,1.0,1275525,0,0.18678618775333283,0.26851206617809154,0.023877751582611274,0.5208239944859725
8140,35,9,1,1,0,76126,1,0,2,26,7,345,2,305,0,1.0,1141890,0,4.647974967325608e-05,-0.0008217820390417838,-7.586060488772722e-05,1.0008511628942556
8141,35,9,1,1,0,93184,0,0,0,28,0,72,1,302,0,2.0,1397760,0,0.26987056365795653,0.05185497177802817,0.010086780357368966,0.6681876842066498
8142,29,6,2,1,0,83239,0,1,0,7,4,271,3,856,0,2.0,749151,0,0.0016186880503432227,-0.001791532117872592,-0.0009310262255851076,1.0011038702931137
8143,30,2,1,2,0,86646,0,0,0,8,4,158,4,823,0,2.0,866460,0,0.0010183331014083086,-0.0006832472235940509,-0.000365453364113328,1.0000303674863007
8144,34,4,0,2,0,91858,0,0,2,26,7,245,2,135,0,2.0,1286012,0,0.00012124991991675771,-0.0011719960317923966,0.0006858549059415783,1.0003648912059366
8145,42,7,1,1,0,66837,1,0,2,15,7,345,2,803,0,1.0,1470414,0,0.0009178517889483484,-0.0011264798433185882,-0.0003371903133604255,1.0005458183677305
8146,35,4,1,2,0,83868,1,0,0,3,2,126,2,725,2,2.0,1258020,252,0.7766054482831534,0.09602331573745373,0.09199499927441532,0.035376236704988795
8147,32,0,1,1,0,21344,1,1,2,2,5,177,3,194,0,2.0,256128,0,0.0018084391416293283,0.00880339681650429,-0.00019203332216712748,0.989580197364033
8148,35,9,1,1,0,16308,0,0,0,20,1,48,2,528,0,2.0,244620,0,0.020877418995184444,0.007965273847041966,0.002653717856027797,0.9685035893017466
8149,36,1,1,1,0,33292,1,0,2,2,5,87,2,532,0,1.0,532672,0,0.001385026018064825,7.351450292781073e-05,0.00010683008289149795,0.9984346293961165
8150,35,4,1,2,0,54128,1,0,1,21,8,101,1,258,0,2.0,811920,0,0.3547118108999102,0.17012265602249627,0.03074568385674185,0.4444198492208135
8151,35,9,0,2,0,91293,1,0,0,27,7,121,3,330,0,1.0,1369395,0,-2.072708537877166e-05,0.03149090112642892,0.0057531219869167306,0.962776703972028
8152,34,1,1,1,0,86841,1,0,2,16,7,152,1,678,0,1.0,1215774,0,0.0009438713930606385,3.7671383811554993e-06,0.0003140360912203509,0.9987383253773383
8153,30,0,1,1,0,54939,0,0,0,7,4,158,2,746,0,2.0,549390,0,0.0055670048784367265,-0.001182391765314695,0.00026931160984819055,0.995346075277028
8154,51,6,0,2,0,27308,0,0,0,7,4,271,1,823,0,2.0,846548,0,0.0034231198563969695,0.003476754767791971,0.0021203286666986385,0.9909797967091128
8155,34,1,1,1,0,92269,1,0,2,15,7,345,4,333,0,1.0,1291766,0,0.0007245973245667142,-0.0010850190774974663,-0.00046936445584309927,1.0008297862087736
8156,31,1,1,1,0,45816,1,0,0,27,7,345,3,82,0,1.0,503976,0,0.00017057532032883904,-0.00011767325067939954,-0.0005533082039663843,1.0005004061343175
8157,31,1,1,0,0,86453,0,0,0,18,1,158,2,154,0,2.0,950983,0,0.007430637336916637,0.003123650774544358,0.00028383966345287004,0.9891618722250817
8158,34,9,1,1,0,52345,1,0,0,27,7,345,1,96,0,1.0,732830,0,0.0003157695784766906,-0.0007222573682658454,-0.000873169641075016,1.0012796574308647
8159,34,1,0,0,0,44673,1,0,0,20,5,1074,1,139,0,1.0,625422,0,0.014258762303054298,0.04018044322818496,0.010125329226674817,0.9354354652421228
8160,36,1,1,0,0,85289,1,0,2,2,5,117,3,354,0,1.0,1364624,0,-0.00025175182427757126,-0.00019058225224263814,-0.00032735014729628337,1.000769684223817
8161,34,4,1,1,0,11209,1,0,0,27,7,345,2,22,0,2.0,156926,0,0.0005769316830208232,-0.0014910175442092582,-0.0002602046191384731,1.0011742904803267
8162,45,4,1,2,0,12915,1,0,1,6,8,101,1,409,0,2.0,322875,0,0.9119739678669009,0.0671621612937549,0.00431166788673709,0.016552202952614392
8163,35,1,1,0,0,53723,1,0,0,20,0,121,2,679,0,1.0,805845,0,0.05582015161540303,0.11211626080528636,0.00819389209933756,0.8238696954799533
8164,31,1,1,1,0,42748,1,0,2,16,7,658,4,576,0,1.0,470228,0,0.0693012834535803,0.017377370895663904,0.014808234454699821,0.8985131111961087
8165,34,4,2,2,0,88968,0,0,0,26,8,158,2,137,0,2.0,1245552,0,0.0014203594502559397,0.003218987964363776,0.0006168037882881387,0.9947438487970928
8166,48,10,1,1,0,36667,0,0,2,11,7,1579,3,161,0,3.0,1026676,0,0.02168376158182457,0.008770932777969927,-0.012341112039720895,0.9818864176799235
8167,37,4,1,2,0,39298,1,0,0,27,7,345,1,559,0,2.0,668066,0,0.0017946643968061587,-0.0013375096572301876,-0.0002200700686213683,0.9997629153290452
8168,36,2,0,0,0,7769,0,0,0,21,8,158,2,802,0,2.0,124304,0,0.002365839007903034,0.0001140353027299923,0.001268456816540052,0.9962516688728263
8169,37,1,1,1,0,16805,1,0,0,7,4,271,1,855,0,1.0,285685,0,0.003536924218746365,0.0003609536728932279,0.0010907537812890299,0.9950113683270723
8170,41,1,0,1,0,14716,1,0,0,27,7,345,1,326,0,1.0,309036,0,0.00022111595436524745,-0.0007992591329825938,0.0003798258698423061,1.0001983173087745
8171,46,4,1,2,0,57699,0,0,0,21,8,1319,3,755,0,2.0,1500174,0,0.41643045772072856,0.12432919003912558,0.030784036786827066,0.42845631545332374
8172,33,1,0,0,0,6120,1,0,2,23,7,658,2,75,0,1.0,79560,0,0.003927776187890211,0.008014250130980522,0.00447079618231163,0.9835871774988179
8173,34,9,1,1,0,94405,1,0,0,12,7,345,2,450,0,1.0,1321670,0,0.01056807543354743,0.007886001827493043,0.0014241686462201364,0.9801217540927363
8174,31,9,2,2,0,101202,0,0,0,4,1,158,3,209,0,2.0,1113222,0,0.0020413173912508936,0.0083687851019466,0.002455676613185461,0.9871342208936157
8175,30,7,1,1,0,101878,1,0,2,16,7,345,1,506,0,1.0,1018780,0,-0.0003145341953280506,-0.001190885745039852,-0.0002524208591236886,1.001757840799491
8176,43,9,1,1,0,-5948,1,1,0,27,7,121,2,181,0,0.0,-136804,0,0.02090921383960219,-0.00044202681369190713,0.0002384198801380251,0.9792943930939504
8177,31,6,1,1,0,79876,1,1,2,16,7,138,3,542,0,0.0,878636,0,0.0019293556255261385,0.001044609325730056,-0.0002279330871847174,0.9972539681359281
8178,47,3,1,1,0,82083,0,0,0,7,4,271,1,632,0,2.0,2216241,0,0.015751880586674233,-0.001285921574645639,0.002256867019217866,0.9832771739687592
8179,35,4,1,1,0,4150,1,0,0,27,7,345,1,39,0,2.0,62250,0,0.0008083236139014432,-0.0008311559669336582,-0.0007841587190891772,1.000806991072122
8180,29,2,2,1,0,75905,1,0,0,7,4,66,4,647,0,1.0,683145,0,0.01220529265687248,0.0005108212375032999,0.00025269381343511615,0.987031192292193
8181,31,0,2,1,0,3389,1,0,0,18,8,101,2,852,0,2.0,37279,0,0.37720288800912727,0.21093217335711192,0.03252164999933571,0.379343288634425
8182,36,9,1,1,0,11131,0,0,0,28,4,158,4,49,0,2.0,178096,0,0.008301491764392821,0.0018681392288641095,-0.000423494367344273,0.990253863374086
8183,35,1,1,1,0,66437,1,0,0,20,7,87,3,772,1,1.0,996555,87,0.8021218387670759,0.18476857101761623,0.04050170367050995,-0.027392113455203648
8184,31,1,1,0,0,58081,0,0,0,9,1,158,2,513,0,2.0,638891,0,0.003801008539679629,0.0018880150269627756,0.0018202498974570682,0.9924907265358996
8185,34,7,2,1,0,63080,1,0,2,16,7,658,1,757,0,1.0,883120,0,0.006332930454792829,0.004711904126748583,0.00308764264367109,0.9858675227747881
8186,29,4,1,2,0,38638,0,0,1,14,1,158,4,442,0,2.0,347742,0,0.0013355729885313472,-0.000690991026388723,-0.00022402862750280084,0.9995794466653595
8187,29,2,1,1,0,60975,0,1,2,16,7,152,2,848,0,2.0,548775,0,0.000406566544175771,-0.0017580392039293902,-0.000836004010506701,1.0021874766702599
8188,49,2,1,0,0,39747,0,0,0,7,4,158,2,733,0,2.0,1152663,0,0.009526056092797858,0.0018884095335730822,0.0006748875945509214,0.9879106467790768
8189,34,1,1,1,0,82341,1,0,0,27,7,345,1,708,0,1.0,1152774,0,0.0002389968242048207,-0.0008422061948672455,-0.0007747352473658937,1.0013779446180289
8190,33,4,1,2,0,71356,0,0,2,20,5,826,2,346,0,2.0,927628,0,0.010261970928030648,0.01259449549488021,0.0030761962472505514,0.9740673373298397
8191,35,9,1,3,0,82754,0,0,0,28,0,177,4,533,0,2.0,1241310,0,0.03522845891869593,0.07030412588471477,0.009250705929006935,0.8852167092675793
8192,30,9,1,2,0,24950,0,0,0,18,1,48,1,355,0,2.0,249500,0,0.00583488217750934,-0.0009173950903490213,-0.0005623793600597338,0.9956448922729002
8193,30,9,2,1,0,96712,1,0,0,17,0,101,1,793,0,1.0,967120,0,0.4049780117276399,0.022323252495883517,0.00913030765977873,0.5635684281166873
8194,29,5,1,1,0,-407,1,0,0,2,5,177,1,382,0,3.0,-3663,0,0.01034641741808437,0.0043159271073123714,0.0002279547899562591,0.9851097006846478
8195,33,4,1,1,0,34165,1,0,0,27,7,345,4,113,0,2.0,444145,0,0.0019380884424727157,-0.0008044047285314798,-0.00035697532203925186,0.9992232916080979
8196,31,9,2,1,0,12528,0,0,0,13,2,101,2,218,2,2.0,137808,202,0.6154080200470888,0.05821310207005316,0.331078926109674,-0.004700048226818576
