pred_1a,pred_1b,pred_1c,pred_1d,pred_1e
0.10154985,0.07210931,0.16,0.10444055,0.06742048
0.12545148,0.034349173,0.1,0.06427023,0.049966276
0.025206285,0.073948056,0.04,0.08960843,0.061888278
0.010685921,0.0066513717,0.0,0.0045608287,0.010530889
0.010583588,0.019911408,0.06,0.032875244,0.0243631
0.8179949,0.934473,0.83,0.6538741,0.79932827
0.05996567,0.09375146,0.05,0.0476447,0.06901568
0.007896712,0.013938338,0.0,0.02000834,0.01219371
0.18560316,0.1258626,0.45,0.29352432,0.18037447
0.045328464,0.025179684,0.03,0.0121109355,0.053983152
0.108593196,0.056408495,0.19,0.042539902,0.0302248
0.071777396,0.07842475,0.03,0.065598905,0.06166154
0.15666749,0.15165043,0.19,0.14179187,0.16731644
0.15830602,0.16037616,0.2,0.20857926,0.14120504
0.0772441,0.031016648,0.07,0.09652983,0.09191772
0.01955657,0.0099384785,0.01,0.028019141,0.006961286
0.010082336,0.07743776,0.04,0.018756863,0.13629058
0.39563277,0.20579928,0.55,0.37466374,0.22374228
0.0036822627,0.060145468,0.0,0.009065197,0.058778882
0.071757,0.05481997,0.1,0.087562636,0.0543828
0.122919746,0.06309846,0.3,0.06790502,0.08636013
0.03357842,0.026542902,0.01,0.04605358,0.049078792
0.06687659,0.105181575,0.04,0.0898546,0.089874476
0.12683526,0.053448558,0.15,0.14187354,0.069197446
0.06839386,0.02554518,0.02,0.060730495,0.024939626
0.08977637,0.12161362,0.01,0.08369927,0.070867926
0.052540563,0.04360968,0.0,0.04093898,0.045418173
0.023314476,0.008770317,0.0,0.026337732,0.011845529
0.04603588,0.039185494,0.13,0.037921112,0.037118763
0.17327487,0.10264319,0.38,0.19653592,0.13238391
0.07047483,0.25389954,0.19,0.082566984,0.12681079
0.0059760315,0.025483817,0.03,0.009167301,0.025516957
0.026453663,0.0089815855,0.03,0.028627947,0.008303106
0.15854698,0.29019105,0.15,0.23324479,0.25740293
0.069861606,0.061006308,0.24,0.14833935,0.06576848
0.020876037,0.0115483105,0.01,0.07828446,0.01905343
0.003788658,0.019814968,0.0,0.010538628,0.018892795
0.046861097,0.009726465,0.01,0.025733516,0.03247279
0.008467742,0.0031946003,0.0,0.0013950764,0.004324585
0.035105675,0.018422753,0.0,0.03292251,0.02224788
0.010754068,0.009082258,0.04,0.021201735,0.010273129
0.03380721,0.008517772,0.02,0.010286553,0.008635908
0.20304637,0.12819386,0.1,0.18498391,0.0939295
0.055625662,0.034823924,0.08,0.038538806,0.038725555
0.0124476785,0.07342252,0.0,0.027944503,0.0553554
0.09873917,0.061693043,0.11,0.07866906,0.16358411
0.05333406,0.022307426,0.02,0.018443925,0.03715375
0.13390073,0.13092229,0.1,0.14853916,0.09728029
0.015873717,0.004560739,0.0,0.0039373497,0.0072726607
0.1779672,0.39175993,0.12,0.18385474,0.34409648
0.014593683,0.028758228,0.0,0.011745143,0.036607265
0.0029769468,0.004428625,0.0,0.0556042,0.0036797225
0.09066205,0.13609377,0.06,0.07757952,0.055770367
0.033148993,0.0074005425,0.03,0.017322354,0.009821624
0.07352637,0.049289167,0.13,0.106063545,0.049304247
0.19243822,0.16017649,0.3,0.16661723,0.15978128
0.034025315,0.02648601,0.0,0.012782695,0.022363096
0.011480826,0.01794535,0.0,0.008283322,0.032182783
0.0035053687,0.00741449,0.0,0.008493222,0.0048825443
0.06150182,0.055115014,0.06,0.13368508,0.043154716
0.011165589,0.015704274,0.0,0.0054511926,0.017121702
0.09312342,0.018230528,0.1,0.08082647,0.015907794
0.042782575,0.0057578683,0.03,0.026616866,0.02373764
0.5102069,0.42632443,0.35,0.40039352,0.5190985
0.05502083,0.032167345,0.02,0.10207514,0.0400407
0.09749988,0.07798752,0.03,0.045728516,0.06734946
0.12110403,0.12398869,0.14,0.10765473,0.11157271
0.11839998,0.092698395,0.21,0.16135828,0.11754334
0.15181178,0.15492356,0.12,0.09104068,0.17346102
0.014585176,0.0058719516,0.0,0.0042490996,0.0070628226
0.10705697,0.1613315,0.04,0.047076926,0.15476006
0.025393516,0.006069958,0.0,0.023097584,0.042384595
0.10260229,0.031503946,0.19,0.1008252,0.05302298
0.34858352,0.4347857,0.31,0.42018732,0.60677916
0.06293971,0.016643524,0.01,0.0768113,0.019110799
0.035651583,0.025868297,0.06,0.034505166,0.026012331
0.23365428,0.11152977,0.2,0.09832033,0.09772235
0.9357971,0.93439066,0.68,0.81824464,0.9472451
0.034542013,0.003594339,0.07,0.013894785,0.0044769645
0.039509237,0.058395684,0.02,0.10053834,0.038015455
0.0045778695,0.050835192,0.01,0.059416562,0.06581041
0.1063894,0.05361721,0.15,0.11486805,0.027666658
0.04458819,0.05991769,0.03,0.018621812,0.065097064
0.016266447,0.010682285,0.0,0.021077137,0.019717157
0.6723014,0.52171236,0.87,0.5860137,0.5055288
0.007842832,0.026675195,0.01,0.067518845,0.015461624
0.061531715,0.13381666,0.02,0.064011075,0.09849882
0.095181,0.14721552,0.07,0.09193321,0.15404269
0.03286324,0.026178002,0.06,0.02023462,0.029120386
0.015584029,0.016468465,0.03,0.021083325,0.034161896
0.025448574,0.017944485,0.04,0.018619493,0.018595815
0.058899302,0.05443138,0.08,0.059978005,0.06996429
0.0335964,0.018030703,0.0,0.023038482,0.01342991
0.1122266,0.13056707,0.13,0.12904942,0.12767193
0.027326293,0.01741758,0.01,0.08141981,0.020588368
0.07183715,0.0744223,0.09,0.06649058,0.06509367
0.043685034,0.111077845,0.03,0.011400849,0.06653023
0.06510064,0.033691168,0.13,0.2003453,0.034903318
0.046866957,0.035077333,0.01,0.017330732,0.048125833
0.044819247,0.02609992,0.03,0.055410933,0.027696788
0.23552385,0.2415683,0.42,0.11503525,0.42060953
0.039591454,0.0039944053,0.0,0.012423042,0.0072419643
0.07142915,0.024719983,0.04,0.08464485,0.028832883
0.022845063,0.0010163486,0.01,0.005743748,0.002926886
0.27843657,0.23971924,0.21,0.3265268,0.2746351
0.18941672,0.1070196,0.19,0.2071445,0.08045751
0.029010177,0.028116226,0.02,0.08464485,0.02015403
0.122250184,0.050463587,0.12,0.17247584,0.07713604
0.056925476,0.050814033,0.03,0.035018716,0.04901716
0.2334347,0.21864325,0.37,0.34690633,0.18581489
0.054255456,0.017475069,0.0,0.023638034,0.011470526
0.025647413,0.01736626,0.03,0.074251935,0.023187578
0.063124925,0.04303673,0.03,0.08995032,0.036899388
0.043117467,0.06707123,0.03,0.035004124,0.08685267
0.52247196,0.43004566,0.39,0.43842617,0.48266906
0.05775233,0.024309576,0.02,0.035315767,0.025891304
0.008120022,0.014264911,0.03,0.027186144,0.026427
0.09576427,0.10924998,0.03,0.04989535,0.12158561
0.13593219,0.11989972,0.07,0.09114907,0.11548385
0.027913205,0.014058948,0.0,0.026353346,0.018420577
0.180621,0.17342928,0.3,0.19793086,0.1349521
0.09584185,0.07587016,0.06,0.06388145,0.057717144
0.064887814,0.021860927,0.03,0.08067248,0.027933031
0.48273778,0.54576576,0.65,0.66748255,0.6071156
0.04694631,0.031448305,0.15,0.018202884,0.03889799
0.05627294,0.017767072,0.0,0.03073773,0.03983268
0.09338477,0.027444422,0.21,0.057581283,0.059946
0.09566698,0.0829159,0.25,0.15343136,0.10729301
0.030707108,0.066862285,0.0,0.08960843,0.058923274
0.05004656,0.048427075,0.02,0.041760273,0.07884073
0.072842106,0.05603668,0.07,0.053664066,0.057683825
0.1178305,0.027749658,0.13,0.119757056,0.040192842
0.03398238,0.06465334,0.01,0.033704083,0.040741175
0.11134491,0.15368947,0.0,0.07692814,0.2159735
0.027133172,0.049018502,0.05,0.03315709,0.04670465
0.045288924,0.04531035,0.01,0.06507586,0.04302734
0.027772263,0.029714078,0.18,0.11807549,0.033094168
0.008877391,0.0027653873,0.0,0.0013410808,0.0035225153
0.006910969,0.0054842234,0.01,0.014881492,0.006621778
0.009624898,0.010536283,0.0,0.0016630121,0.009812593
0.16327506,0.11943054,0.06,0.12117685,0.09729332
0.009794465,0.008715391,0.0,0.0040889494,0.006458372
0.10424446,0.036025584,0.26,0.19467795,0.07357311
0.07554259,0.05440575,0.01,0.10486653,0.05040112
0.06733575,0.040587097,0.42,0.12755553,0.048170656
0.039371915,0.03733152,0.04,0.026487703,0.031550854
0.05008446,0.1050134,0.0,0.112730786,0.08616412
0.057636596,0.0034477115,0.13,0.026166484,0.014862418
0.005816316,0.0033572912,0.02,0.017189706,0.0023899078
0.024322156,0.018779635,0.05,0.035344217,0.021984577
0.009160659,0.016442358,0.0,0.009753752,0.017681777
0.01026663,0.019111097,0.0,0.012761326,0.01047951
0.010896129,0.013849914,0.0,0.007367545,0.016717583
0.058501143,0.036662817,0.12,0.042613786,0.057382613
0.0032085427,0.010895938,0.0,0.057806637,0.004600197
0.034913566,0.022842556,0.01,0.08194477,0.028601915
0.021804923,0.00558272,0.0,0.07851786,0.0089975
0.027113242,0.008635223,0.04,0.01496694,0.026852459
0.059531253,0.02201584,0.01,0.03916156,0.011396825
0.008877391,0.0042535663,0.0,0.002992897,0.005788505
0.0021267314,0.006055087,0.0,0.0046088723,0.00757131
0.47647882,0.8814984,0.61,0.5143381,0.7704761
0.00791335,0.00872612,0.0,0.0016351981,0.010012537
0.013415614,0.005026579,0.19,0.012541973,0.0062493086
0.41667426,0.5378246,0.34,0.34662247,0.75731623
0.028344065,0.044517964,0.0,0.015878523,0.033049345
0.15177552,0.054124236,0.04,0.11282333,0.05148992
0.032488436,0.041255563,0.07,0.0836575,0.037104726
0.03746151,0.030132562,0.04,0.047062296,0.0262672
0.01289472,0.018075943,0.0,0.026446676,0.029677749
0.052806865,0.06392813,0.13,0.124284334,0.05888933
0.0063835587,0.012657911,0.03,0.073794015,0.006610483
0.017934242,0.013354838,0.0,0.07787227,0.022070915
0.05881577,0.06193757,0.02,0.04980061,0.08062321
0.06628447,0.052111804,0.11,0.14096141,0.0683049
0.031152457,0.02610758,0.05,0.036715742,0.033748
0.10356595,0.10796273,0.04,0.11671794,0.06825811
0.049346995,0.014078766,0.09,0.04149693,0.013492852
0.11699802,0.038416892,0.15,0.09377805,0.031360418
0.02078692,0.025755078,0.01,0.028048992,0.02329263
0.00892202,0.007317245,0.0,0.0033424369,0.0057267845
0.016697586,0.0020429194,0.0,0.0063104285,0.0034437478
0.050997574,0.028123498,0.02,0.025606299,0.038969964
0.16632457,0.09975621,0.27,0.19551805,0.21996725
0.08871847,0.09559065,0.13,0.047544386,0.06281513
0.057934117,0.019530326,0.04,0.046349153,0.02000907
0.0024455031,0.0038472414,0.0,0.004802279,0.0027226508
0.33148494,0.669971,0.14,0.23176879,0.707399
0.032649525,0.05088359,0.03,0.1385846,0.040237784
0.017970147,0.0009992719,0.0,0.0046803383,0.0025513172
0.041833293,0.024236053,0.08,0.03700954,0.043114364
0.035007674,0.01097393,0.01,0.111917645,0.015607923
0.017978262,0.00306499,0.01,0.0042418814,0.006056279
0.058640637,0.11143145,0.1,0.05908455,0.088745445
0.075072736,0.023286581,0.03,0.03817141,0.022699863
0.052601095,0.062930435,0.07,0.0818504,0.069160044
0.14053845,0.08934125,0.09,0.113171,0.09068355
0.03978403,0.011793673,0.0,0.028440455,0.017352581
0.9401477,0.9807645,0.89,0.9350771,0.981336
0.07356555,0.052942663,0.11,0.08759227,0.046812832
0.03891707,0.028860182,0.02,0.043525837,0.045158
0.0025273208,0.010122359,0.0,0.0047084084,0.012571663
0.17778479,0.275481,0.16,0.21363202,0.22950447
0.003708676,0.02716291,0.0,0.058136337,0.027531773
0.0029340435,0.0065938234,0.0,0.0556042,0.004280627
0.008565714,0.030752957,0.01,0.020012852,0.035603255
0.009534772,0.016043872,0.0,0.002268427,0.009105027
0.07606999,0.06460053,0.02,0.075387985,0.05499485
0.058183208,0.045249432,0.09,0.058664896,0.054355443
0.14025843,0.2800426,0.11,0.15689175,0.19929793
0.023327552,0.021515876,0.0,0.025498867,0.012230217
0.14378695,0.07226044,0.17,0.14873677,0.12503648
0.07399625,0.016842008,0.05,0.0659368,0.023613691
0.07171438,0.07017231,0.1,0.122360885,0.08201134
0.19051929,0.08934778,0.33,0.1578974,0.13064948
0.07337732,0.06272185,0.2,0.086712204,0.07058877
0.08390567,0.0385637,0.06,0.09200509,0.04671982
0.01738512,0.008209318,0.0,0.0070031453,0.0068698823
0.746055,0.60996914,0.96,0.77751356,0.52155143
0.105800636,0.14637753,0.04,0.123164386,0.13697883
0.046435636,0.024331152,0.02,0.04049732,0.05437678
0.079611115,0.09123531,0.13,0.07402901,0.06449276
0.17378852,0.07369754,0.11,0.09145845,0.06734258
0.12257809,0.06512758,0.04,0.10000303,0.099983186
0.06999648,0.14043286,0.03,0.065962,0.15026969
0.13088068,0.11153069,0.07,0.12457526,0.10071251
0.030291863,0.020802438,0.44,0.032057945,0.182693
0.067103,0.021165669,0.03,0.033193577,0.025552094
0.10323428,0.19085827,0.22,0.17206684,0.17414925
0.0019415563,0.004684031,0.0,0.004734596,0.0030692518
0.12079962,0.2239641,0.14,0.08799312,0.115514904
0.07798777,0.07717916,0.18,0.14228378,0.070665866
0.85654354,0.8417884,0.98,0.8005168,0.8176609
0.044463675,0.01121062,0.01,0.018545393,0.020573854
0.07386255,0.16588825,0.02,0.09248489,0.09548977
0.044986155,0.012924552,0.01,0.0239431,0.017933667
0.08475305,0.033472985,0.07,0.092644595,0.032889903
0.16756418,0.21414629,0.08,0.15422302,0.25158316
0.021747045,0.00240618,0.0,0.00897454,0.00435251
0.002683801,0.002805382,0.0,0.004788477,0.0033670068
0.033736795,0.11438686,0.05,0.036542285,0.099769205
0.06493235,0.03427422,0.05,0.046805684,0.101849705
0.0041088797,0.0058742464,0.0,0.059997853,0.009576738
0.053774208,0.06766844,0.28,0.022849238,0.06123784
0.06355204,0.056065172,0.23,0.11998174,0.05864975
0.092801504,0.026892483,0.02,0.03844559,0.04669538
0.14444911,0.070025116,0.16,0.07281817,0.07462421
0.13996454,0.1590907,0.3,0.11398284,0.101880044
0.017276568,0.005027771,0.0,0.007135756,0.004496753
0.03546981,0.03544393,0.07,0.10781484,0.037501305
0.017970147,0.0070465207,0.0,0.0042137285,0.009617209
0.008721149,0.008197874,0.0,0.0023626967,0.009297758
0.057745975,0.029915929,0.05,0.034725882,0.062125117
0.100339144,0.11432332,0.1,0.06297576,0.09579775
0.008467742,0.004855156,0.0,0.0024550755,0.0060130656
0.031550508,0.038752973,0.06,0.03654556,0.026822299
0.007898812,0.009040266,0.0,0.011230214,0.009907901
0.074667715,0.012478381,0.05,0.10457337,0.022018969
0.026528887,0.014829487,0.04,0.023673376,0.016893387
0.039971597,0.022444576,0.03,0.03311273,0.0343377
0.018293127,0.033738077,0.0,0.024437018,0.030427128
0.025629038,0.010949999,0.0,0.01637182,0.016134769
0.03956904,0.009655088,0.01,0.016983679,0.012971759
0.017511895,0.0009251237,0.0,0.007502598,0.0038906932
0.012180482,0.0029676557,0.01,0.008342163,0.007026285
0.04308266,0.02043739,0.07,0.08395161,0.027574748
0.08818109,0.15858144,0.1,0.05936908,0.15588915
0.12470129,0.20963758,0.21,0.16032764,0.17641574
0.10004629,0.12833896,0.11,0.04376788,0.1266151
0.54472834,0.70932966,0.55,0.5593718,0.8186296
0.007101534,0.012885064,0.07,0.025970424,0.009338617
0.011148591,0.022572488,0.05,0.021101097,0.019467503
0.058186065,0.045069426,0.08,0.054452777,0.047297746
0.00851033,0.0069633126,0.0,0.0029932102,0.0065731704
0.054117452,0.06232491,0.06,0.09161087,0.08756304
0.05086646,0.023793846,0.01,0.043983188,0.02411753
0.068800285,0.1102767,0.07,0.066506684,0.098317534
0.0029026319,0.006784439,0.0,0.004276456,0.004970789
0.062302247,0.056279033,0.03,0.028953442,0.06282395
0.024702668,0.020448893,0.07,0.009564887,0.020221561
0.08960231,0.037438154,0.02,0.10446539,0.032848686
0.19412169,0.09503573,0.25,0.25438118,0.09255704
0.032704428,0.03445542,0.12,0.029607445,0.027878076
0.03394092,0.07014224,0.0,0.08960843,0.08415145
0.002508881,0.002842158,0.0,0.0044987514,0.0028534234
0.00941258,0.01639083,0.0,0.0041098376,0.0164738
0.31731692,0.40535223,0.17,0.25496972,0.34111476
0.11307484,0.25880426,0.18,0.20694625,0.2734903
0.02479854,0.014975637,0.14,0.011252766,0.025591224
0.061579112,0.039182663,0.03,0.04428128,0.04848203
0.14532945,0.07829881,0.33,0.13312544,0.051108986
0.015123859,0.022707522,0.0,0.01582843,0.034799457
0.0025402678,0.0059878826,0.0,0.0556042,0.0051290393
0.060126625,0.052914202,0.06,0.05876405,0.046646446
0.010429184,0.0068772435,0.2,0.07351367,0.006153047
0.04285294,0.09016055,0.13,0.15770072,0.082643986
0.02522845,0.038303673,0.03,0.034045767,0.04044527
0.003233253,0.027061492,0.0,0.009495408,0.05216205
0.025900904,0.07277462,0.02,0.09051363,0.054316938
0.10611244,0.037692815,0.12,0.069447376,0.07230529
0.0062591867,0.017123818,0.01,0.070246555,0.014901727
0.025487067,0.039273918,0.02,0.050969474,0.03038913
0.04207888,0.032651544,0.0,0.08464485,0.032880545
0.026342368,0.025760055,0.01,0.023597289,0.021584183
0.07135872,0.052098483,0.1,0.05491389,0.049058646
0.11191357,0.09640545,0.11,0.13035543,0.12976125
0.0049458453,0.011978447,0.04,0.07182812,0.0106238425
0.19895671,0.12735564,0.19,0.29441953,0.1850774
0.036205795,0.0118020475,0.09,0.028850578,0.009420723
0.017994756,0.03750056,0.01,0.08748349,0.026294082
0.0701817,0.019154578,0.01,0.050090533,0.021789312
0.0349981,0.036337376,0.02,0.02815116,0.038452536
0.065091364,0.046610653,0.02,0.030904818,0.033691257
0.073895976,0.12575343,0.21,0.05458318,0.092558414
0.016379101,0.04946357,0.01,0.079314515,0.06278852
0.046513386,0.14176908,0.03,0.047137477,0.15766332
0.11685829,0.13945818,0.09,0.11316592,0.17285702
0.12799916,0.27101862,0.03,0.16428828,0.17529535
0.043819483,0.0341236,0.05,0.051433213,0.044404894
0.019165315,0.004368782,0.0,0.017726216,0.004400164
0.2137988,0.31741735,0.36,0.16704208,0.36169964
0.013644649,0.0036323369,0.0,0.014941147,0.0021628737
0.00831865,0.010129809,0.0,0.0027437364,0.012747288
0.004903816,0.008614272,0.0,0.008106303,0.011941999
0.033536136,0.061543852,0.0,0.077182084,0.04969445
0.03480362,0.027337551,0.04,0.112379596,0.031133533
0.05317103,0.039918214,0.0,0.02916343,0.04057151
0.008796175,0.012947321,0.0,0.0027821327,0.019822627
0.026467727,0.022112906,0.02,0.027667891,0.030765891
0.014411037,0.027654678,0.14,0.0207271,0.050736696
0.526325,0.54103935,0.73,0.61210495,0.45165455
0.0040519163,0.0045538545,0.0,0.05739077,0.004643798
0.015916964,0.03597215,0.04,0.020098532,0.04799694
0.16887763,0.23652387,0.16,0.23797624,0.21397546
0.14229384,0.053510547,0.35,0.07959021,0.14753306
0.112102374,0.15399435,0.05,0.12313449,0.15232036
0.048543274,0.020210147,0.0,0.012719929,0.03094694
0.108712874,0.09098324,0.23,0.07006555,0.07609025
0.04443371,0.0037264228,0.24,0.018783139,0.008635223
0.018355817,0.01784721,0.0,0.008651937,0.015384048
0.028362667,0.005572498,0.04,0.02886441,0.015139341
0.034880597,0.017679453,0.01,0.022046307,0.037284613
0.027635261,0.044815004,0.06,0.102968015,0.052960455
0.015873717,0.0076779723,0.0,0.0046357163,0.010935456
0.12943706,0.17550653,0.26,0.07318225,0.13382566
0.04834682,0.051775634,0.29,0.086011864,0.056985646
0.056411933,0.038749695,0.0,0.048512068,0.041921645
0.02219889,0.042922914,0.01,0.009321776,0.03133306
0.3657653,0.5226221,0.5,0.3709558,0.4069274
0.08622432,0.031875014,0.05,0.06605989,0.032960713
0.0657312,0.017069757,0.15,0.016431792,0.018357724
0.07230113,0.16827524,0.28,0.30466875,0.2331604
0.058561776,0.051809758,0.12,0.037981838,0.05303824
0.044882476,0.01119858,0.0,0.03983957,0.020378709
0.8199874,0.7767931,0.89,0.78731126,0.76125014
0.36001194,0.24571013,0.35,0.34574655,0.27224082
0.085296,0.078609854,0.13,0.061480414,0.07664138
0.033007696,0.00652349,0.08,0.0145213725,0.010903686
0.1012974,0.16076487,0.05,0.05522655,0.2080901
0.05007016,0.038945824,0.03,0.026847346,0.04460764
0.06325493,0.06268227,0.13,0.14564864,0.044281453
0.012822126,0.0170089,0.0,0.023515705,0.012490332
0.12778477,0.24522495,0.09,0.113372706,0.15164614
0.10389115,0.107449114,0.17,0.06135959,0.12663472
0.0270055,0.01393187,0.16,0.045526046,0.014444768
0.06862258,0.019923717,0.01,0.051323295,0.02163738
0.1331328,0.14948654,0.04,0.12164611,0.14383236
0.07649716,0.03378731,0.13,0.04069771,0.028574675
0.0035560927,0.019975841,0.0,0.058136337,0.011127502
0.017970147,0.009817958,0.0,0.0049345284,0.009097874
0.0674408,0.10109481,0.03,0.07938808,0.08510393
0.002206407,0.009806097,0.0,0.06637514,0.010658413
0.026961911,0.026632935,0.01,0.01391343,0.034826756
0.016633384,0.027658135,0.01,0.069549784,0.025945127
0.12445566,0.21220604,0.11,0.08255172,0.17912272
0.16120924,0.2743412,0.21,0.09090511,0.2176502
0.017585581,0.01202777,0.08,0.022067327,0.014564663
0.015525184,0.021284342,0.01,0.07594678,0.014671296
0.014139413,0.0029913485,0.01,0.077538684,0.0030009747
0.005857941,0.024630904,0.03,0.007725329,0.016537577
0.012068689,0.010729581,0.0,0.011439075,0.016058981
0.024880147,0.03177169,0.04,0.047960725,0.026369333
0.26932395,0.26053336,0.25,0.45515975,0.31954545
0.12540276,0.14448103,0.23,0.14766535,0.124834836
0.017720124,0.010007083,0.02,0.00505583,0.019531101
0.15824181,0.58685917,0.08,0.20723675,0.36451447
0.01857409,0.0037130117,0.0,0.016556188,0.0062246323
0.05859796,0.029002309,0.01,0.027878217,0.036420852
0.022397308,0.020289987,0.0,0.018894125,0.019211382
0.069243714,0.16031656,0.15,0.06289066,0.12574619
0.023504982,0.046735942,0.04,0.08643146,0.037758887
0.056760076,0.0313614,0.03,0.024164537,0.023768872
0.009630873,0.032350153,0.02,0.07697256,0.02428782
0.01451086,0.019741803,0.02,0.081515014,0.026213646
0.0026568486,0.0051378906,0.04,0.0556042,0.0047276914
0.017970147,0.0013255775,0.0,0.0050517065,0.002709061
0.097151816,0.10368955,0.07,0.083500035,0.12930378
0.0029753535,0.0065038204,0.0,0.0556042,0.0060892403
0.04851664,0.0058785975,0.02,0.013709593,0.005592406
0.07086416,0.08454952,0.15,0.12757745,0.097326964
0.11092803,0.14138445,0.09,0.090893306,0.12709233
0.009889535,0.01622948,0.0,0.002279619,0.013230354
0.0045114565,0.01798153,0.01,0.011593525,0.019195259
0.04337481,0.07222006,0.05,0.09236281,0.03992182
0.16807026,0.26306015,0.43,0.33278596,0.20260635
0.053246792,0.034836084,0.0,0.050378617,0.033640504
0.029692166,0.01580441,0.02,0.04139905,0.032970786
0.012454146,0.018210173,0.01,0.058841802,0.014632255
0.026682274,0.0062802136,0.06,0.0058763726,0.011390954
0.010955288,0.0069153905,0.0,0.08194676,0.009211004
0.14547282,0.015988916,0.11,0.08465319,0.08706543
0.2797986,0.33371288,0.33,0.41817328,0.34589368
0.11690746,0.12758908,0.09,0.10015591,0.12084335
0.004599966,0.027098268,0.0,0.057180375,0.028260976
0.017970147,0.0017708838,0.0,0.0043008276,0.0027391613
0.020598024,0.013442963,0.0,0.0133939525,0.015546799
0.02228881,0.007232845,0.01,0.0055884463,0.0074762404
0.15899867,0.1392068,0.24,0.13370278,0.06668857
0.044809274,0.009473205,0.07,0.032106854,0.008777022
0.028047543,0.022728562,0.0,0.088893645,0.02237621
0.017366646,0.005223274,0.0,0.0047264644,0.012208223
0.0029553277,0.010162681,0.0,0.005412796,0.013477206
0.00442352,0.008614033,0.0,0.057391625,0.006092429
0.055754695,0.08036074,0.02,0.11962718,0.079417974
0.11522765,0.17324555,0.2,0.17574303,0.16273603
0.06057709,0.022555947,0.01,0.0622313,0.021273285
0.0047875205,0.008256942,0.0,0.060724452,0.0061232746
0.14555892,0.26449558,0.22,0.18327127,0.19308212
0.017970147,0.001419872,0.0,0.005284682,0.0026305914
0.03805521,0.038583905,0.05,0.033566542,0.040095896
0.012949988,0.002182722,0.01,0.00597489,0.0038429797
0.038514316,0.017571807,0.05,0.029694999,0.021192014
0.07111557,0.029589862,0.04,0.07476229,0.018348604
0.013559407,0.0020883977,0.01,0.0059999316,0.0044136345
0.049422704,0.056152046,0.02,0.1301588,0.043753147
0.33340144,0.313704,0.45,0.23514682,0.23271337
0.04959645,0.021075279,0.11,0.047032207,0.035176635
0.057732966,0.015727192,0.03,0.049948726,0.018466175
0.023826288,0.0013383925,0.01,0.0037706136,0.001750946
0.002683801,0.0035699904,0.0,0.004451071,0.004346162
0.043717418,0.076618284,0.04,0.052817408,0.08739489
0.03752082,0.05151221,0.06,0.12986019,0.047146916
0.60926634,0.5128685,0.62,0.4711299,0.4356364
0.06853276,0.1966215,0.06,0.23813885,0.10937044
0.030796573,0.07401067,0.02,0.039152093,0.10198218
0.07650097,0.09144637,0.18,0.07056041,0.059083015
0.08379098,0.031614393,0.03,0.051906094,0.043973
0.0033934982,0.009002864,0.0,0.0077689863,0.0144428015
0.13234755,0.11398673,0.06,0.08529116,0.13993984
0.17463273,0.10689324,0.08,0.18906772,0.10910532
0.91705966,0.9168941,1.0,0.7256327,0.8469579
0.0037927888,0.0129519105,0.0,0.007724719,0.03919059
0.09652193,0.03415349,0.14,0.16163076,0.054076105
0.09803781,0.026135653,0.18,0.076560125,0.09413546
0.21183328,0.19795942,0.31,0.17913914,0.12784526
0.017656146,0.06591353,0.02,0.07221648,0.06846964
0.041442018,0.03898579,0.0,0.088893645,0.032722056
0.14449868,0.12617716,0.16,0.11546797,0.107340634
0.047846973,0.048471212,0.04,0.113705724,0.060480863
0.0065546697,0.034342617,0.0,0.058136337,0.023433447
0.0020560073,0.0034399629,0.0,0.0556042,0.0029499233
0.030047579,0.008887619,0.04,0.0291454,0.010872036
0.103423834,0.12357646,0.11,0.14438787,0.110895485
0.20359404,0.14433318,0.12,0.20040089,0.18096319
0.02112567,0.0039892495,0.0,0.007938862,0.0068933666
0.008877391,0.0037004948,0.0,0.0021305426,0.0050886273
0.0028237996,0.007928044,0.0,0.0050698095,0.012370259
0.06218337,0.041288942,0.09,0.04173441,0.045866787
0.024201844,0.025489151,0.01,0.021274496,0.025356948
0.027784197,0.019262165,0.05,0.025197417,0.034040183
0.06304138,0.039973497,0.06,0.09061714,0.030532748
0.098041475,0.19911179,0.11,0.19824591,0.13447708
0.031449813,0.042317122,0.11,0.062494367,0.08476624
0.13628131,0.15602097,0.15,0.10986935,0.0927906
0.023479914,0.013628632,0.0,0.013286403,0.015536189
0.87891406,0.85130453,0.75,0.8906558,0.89601886
0.041375488,0.062405974,0.03,0.043096706,0.0533877
0.020354183,0.011166662,0.0,0.008361146,0.012377143
0.038014736,0.012801617,0.02,0.020549914,0.019679457
0.031027105,0.07332206,0.0,0.027089087,0.07274574
0.041591596,0.053041607,0.03,0.092647664,0.050207138
0.19777514,0.26082087,0.29,0.20106901,0.24039125
0.018186886,0.027692884,0.0,0.021347644,0.019276261
0.070192434,0.06506857,0.03,0.07684952,0.059861302
0.0063148793,0.014118373,0.0,0.058841802,0.012179345
0.063843206,0.061107278,0.05,0.06503292,0.066438794
0.06705114,0.04350701,0.05,0.048896816,0.052563637
0.010803487,0.0047159195,0.0,0.002767814,0.008891016
0.0055121565,0.0028546154,0.0,0.008681389,0.0059830546
0.011229382,0.010261983,0.05,0.030506162,0.010723025
0.08053108,0.11470401,0.01,0.06831916,0.09271318
0.14854686,0.10061321,0.16,0.19000697,0.17563263
0.024161248,0.04315886,0.08,0.15282907,0.07864994
0.04122622,0.01047948,0.02,0.018806165,0.015334725
