,id,y
5140,5140,0.0
5141,5141,0.01
5142,5142,0.03
5143,5143,0.0
5144,5144,0.07
5145,5145,0.15
5146,5146,0.04
5147,5147,0.12
5148,5148,0.18
5149,5149,0.22
5150,5150,0.07
5151,5151,0.02
5152,5152,0.06
5153,5153,0.08
5154,5154,0.73
5155,5155,0.1
5156,5156,0.01
5157,5157,0.02
5158,5158,0.0
5159,5159,0.0
5160,5160,0.13
5161,5161,0.02
5162,5162,0.0
5163,5163,0.0
5164,5164,0.14
5165,5165,0.0
5166,5166,0.14
5167,5167,0.21
5168,5168,0.09
5169,5169,0.05
5170,5170,0.01
5171,5171,0.0
5172,5172,0.0
5173,5173,0.0
5174,5174,0.05
5175,5175,0.16
5176,5176,0.01
5177,5177,0.01
5178,5178,0.0
5179,5179,0.01
5180,5180,0.02
5181,5181,0.05
5182,5182,0.2
5183,5183,0.0
5184,5184,0.05
5185,5185,0.0
5186,5186,0.19
5187,5187,0.03
5188,5188,0.0
5189,5189,0.0
5190,5190,0.01
5191,5191,0.06
5192,5192,0.15
5193,5193,0.0
5194,5194,0.0
5195,5195,0.0
5196,5196,0.0
5197,5197,0.0
5198,5198,0.13
5199,5199,0.0
5200,5200,0.16
5201,5201,0.0
5202,5202,0.03
5203,5203,0.0
5204,5204,0.13
5205,5205,0.08
5206,5206,0.0
5207,5207,0.27
5208,5208,0.27
5209,5209,0.04
5210,5210,0.03
5211,5211,0.07
5212,5212,0.04
5213,5213,0.0
5214,5214,0.0
5215,5215,0.01
5216,5216,0.0
5217,5217,0.29
5218,5218,0.0
5219,5219,0.0
5220,5220,0.52
5221,5221,0.02
5222,5222,0.0
5223,5223,0.01
5224,5224,0.0
5225,5225,0.11
5226,5226,0.02
5227,5227,0.01
5228,5228,0.02
5229,5229,0.01
5230,5230,0.1
5231,5231,0.04
5232,5232,0.06
5233,5233,0.1
5234,5234,0.01
5235,5235,0.15
5236,5236,0.08
5237,5237,0.18
5238,5238,0.06
5239,5239,0.0
5240,5240,0.04
5241,5241,0.0
5242,5242,0.13
5243,5243,0.0
5244,5244,0.04
5245,5245,0.02
5246,5246,0.05
5247,5247,0.0
5248,5248,0.27
5249,5249,0.0
5250,5250,0.0
5251,5251,0.0
5252,5252,0.01
5253,5253,0.05
5254,5254,0.0
5255,5255,0.01
5256,5256,0.0
5257,5257,0.25
5258,5258,0.0
5259,5259,0.26
5260,5260,0.01
5261,5261,0.11
5262,5262,0.08
5263,5263,0.04
5264,5264,0.25
5265,5265,0.01
5266,5266,0.22
5267,5267,0.25
5268,5268,0.01
5269,5269,0.0
5270,5270,0.03
5271,5271,0.02
5272,5272,0.05
5273,5273,0.0
5274,5274,0.06
5275,5275,0.38
5276,5276,0.01
5277,5277,0.07
5278,5278,0.02
5279,5279,0.0
5280,5280,0.08
5281,5281,0.02
5282,5282,0.06
5283,5283,0.01
5284,5284,0.28
5285,5285,0.14
5286,5286,0.34
5287,5287,0.0
5288,5288,0.31
5289,5289,0.08
5290,5290,0.02
5291,5291,0.0
5292,5292,0.01
5293,5293,0.02
5294,5294,0.2
5295,5295,0.1
5296,5296,0.1
5297,5297,0.02
5298,5298,0.0
5299,5299,0.43
5300,5300,0.0
5301,5301,0.03
5302,5302,0.0
5303,5303,0.04
5304,5304,0.33
5305,5305,0.0
5306,5306,0.05
5307,5307,0.06
5308,5308,0.06
5309,5309,0.4
5310,5310,0.02
5311,5311,0.14
5312,5312,0.04
5313,5313,0.32
5314,5314,0.0
5315,5315,0.01
5316,5316,0.17
5317,5317,0.1
5318,5318,0.04
5319,5319,0.09
5320,5320,0.0
5321,5321,0.0
5322,5322,0.14
5323,5323,0.0
5324,5324,0.46
5325,5325,0.0
5326,5326,0.07
5327,5327,0.17
5328,5328,0.07
5329,5329,0.0
5330,5330,0.0
5331,5331,0.17
5332,5332,0.07
5333,5333,0.04
5334,5334,0.04
5335,5335,0.18
5336,5336,0.0
5337,5337,0.01
5338,5338,0.06
5339,5339,0.03
5340,5340,0.01
5341,5341,0.64
5342,5342,0.15
5343,5343,0.83
5344,5344,0.0
5345,5345,0.03
5346,5346,0.0
5347,5347,0.01
5348,5348,0.32
5349,5349,0.07
5350,5350,0.09
5351,5351,0.2
5352,5352,0.11
5353,5353,0.06
5354,5354,0.14
5355,5355,0.0
5356,5356,0.06
5357,5357,0.18
5358,5358,0.0
5359,5359,0.04
5360,5360,0.06
5361,5361,0.01
5362,5362,0.11
5363,5363,0.19
5364,5364,0.01
5365,5365,0.2
5366,5366,0.0
5367,5367,0.0
5368,5368,0.0
5369,5369,0.0
5370,5370,0.12
5371,5371,0.1
5372,5372,0.0
5373,5373,0.16
5374,5374,0.02
5375,5375,0.28
5376,5376,0.0
5377,5377,0.03
5378,5378,0.0
5379,5379,0.59
5380,5380,0.0
5381,5381,0.0
5382,5382,0.0
5383,5383,0.02
5384,5384,0.0
5385,5385,0.73
5386,5386,0.01
5387,5387,0.11
5388,5388,0.0
5389,5389,0.01
5390,5390,0.04
5391,5391,0.04
5392,5392,0.01
5393,5393,0.0
5394,5394,0.0
5395,5395,0.07
5396,5396,0.01
5397,5397,0.01
5398,5398,0.0
5399,5399,0.18
5400,5400,0.12
5401,5401,0.0
5402,5402,0.18
5403,5403,0.24
5404,5404,0.19
5405,5405,0.03
5406,5406,0.13
5407,5407,0.03
5408,5408,0.14
5409,5409,0.05
5410,5410,0.02
5411,5411,0.31
5412,5412,0.0
5413,5413,0.0
5414,5414,0.0
5415,5415,0.0
5416,5416,0.0
5417,5417,0.0
5418,5418,0.14
5419,5419,0.22
5420,5420,0.08
5421,5421,0.81
5422,5422,0.04
5423,5423,0.04
5424,5424,0.01
5425,5425,0.05
5426,5426,0.0
5427,5427,0.04
5428,5428,0.25
5429,5429,0.0
5430,5430,0.13
5431,5431,0.0
5432,5432,0.33
5433,5433,0.24
5434,5434,0.0
5435,5435,0.13
5436,5436,0.11
5437,5437,0.0
5438,5438,0.05
5439,5439,0.16
5440,5440,0.02
5441,5441,0.09
5442,5442,0.0
5443,5443,0.41
5444,5444,0.0
5445,5445,0.05
5446,5446,0.0
5447,5447,0.14
5448,5448,0.01
5449,5449,0.0
5450,5450,0.0
5451,5451,0.05
5452,5452,0.06
5453,5453,0.01
5454,5454,0.09
5455,5455,0.0
5456,5456,0.0
5457,5457,0.02
5458,5458,0.01
5459,5459,0.09
5460,5460,0.27
5461,5461,0.05
5462,5462,0.0
5463,5463,0.02
5464,5464,0.11
5465,5465,0.01
5466,5466,0.02
5467,5467,0.0
5468,5468,0.29
5469,5469,0.04
5470,5470,0.0
5471,5471,0.03
5472,5472,0.15
5473,5473,0.03
5474,5474,0.03
5475,5475,0.08
5476,5476,0.2
5477,5477,0.04
5478,5478,0.17
5479,5479,0.0
5480,5480,0.09
5481,5481,0.14
5482,5482,0.0
5483,5483,0.09
5484,5484,0.0
5485,5485,0.11
5486,5486,0.09
5487,5487,0.0
5488,5488,0.08
5489,5489,0.01
5490,5490,0.0
5491,5491,0.14
5492,5492,0.13
5493,5493,0.09
5494,5494,0.15
5495,5495,0.02
5496,5496,0.03
5497,5497,0.12
5498,5498,0.0
5499,5499,0.14
5500,5500,0.0
5501,5501,0.05
5502,5502,0.01
5503,5503,0.21
5504,5504,0.28
5505,5505,0.0
5506,5506,0.01
5507,5507,0.05
5508,5508,0.0
5509,5509,0.15
5510,5510,0.0
5511,5511,0.02
5512,5512,0.02
5513,5513,0.01
5514,5514,0.04
5515,5515,0.0
5516,5516,0.0
5517,5517,0.0
5518,5518,0.1
5519,5519,0.11
5520,5520,0.18
5521,5521,0.0
5522,5522,0.01
5523,5523,0.06
5524,5524,0.13
5525,5525,0.0
5526,5526,0.01
5527,5527,0.14
5528,5528,0.06
5529,5529,0.28
5530,5530,0.12
5531,5531,0.0
5532,5532,0.06
5533,5533,0.06
5534,5534,0.0
5535,5535,0.03
5536,5536,0.45
5537,5537,0.24
5538,5538,0.0
5539,5539,0.0
5540,5540,0.02
5541,5541,0.0
5542,5542,0.0
5543,5543,0.0
5544,5544,0.0
5545,5545,0.1
5546,5546,0.05
5547,5547,0.26
5548,5548,0.11
5549,5549,0.05
5550,5550,0.09
5551,5551,0.0
5552,5552,0.03
5553,5553,0.04
5554,5554,0.16
5555,5555,0.55
5556,5556,0.0
5557,5557,0.01
5558,5558,0.13
5559,5559,0.02
5560,5560,0.05
5561,5561,0.0
5562,5562,0.06
5563,5563,0.07
5564,5564,0.1
5565,5565,0.1
5566,5566,0.12
5567,5567,0.0
5568,5568,0.0
5569,5569,0.0
5570,5570,0.0
5571,5571,0.19
5572,5572,0.08
5573,5573,0.04
5574,5574,0.19
5575,5575,0.0
5576,5576,0.14
5577,5577,0.0
5578,5578,0.45
5579,5579,0.13
5580,5580,0.0
5581,5581,0.0
5582,5582,0.04
5583,5583,0.06
5584,5584,0.0
5585,5585,0.06
5586,5586,0.05
5587,5587,0.0
5588,5588,0.09
5589,5589,0.12
5590,5590,0.33
5591,5591,0.0
5592,5592,0.01
5593,5593,0.2
5594,5594,0.0
5595,5595,0.08
5596,5596,0.33
5597,5597,0.34
5598,5598,0.02
5599,5599,0.12
5600,5600,0.06
5601,5601,0.09
5602,5602,0.0
5603,5603,0.01
5604,5604,0.04
5605,5605,0.15
5606,5606,0.0
5607,5607,0.43
5608,5608,0.01
5609,5609,0.12
5610,5610,0.44
5611,5611,0.13
5612,5612,0.07
5613,5613,0.0
5614,5614,0.12
5615,5615,0.08
5616,5616,0.23
5617,5617,0.02
5618,5618,0.02
5619,5619,0.24
5620,5620,0.04
5621,5621,0.02
5622,5622,0.1
5623,5623,0.0
5624,5624,0.06
5625,5625,0.02
5626,5626,0.01
5627,5627,0.15
5628,5628,0.14
5629,5629,0.02
5630,5630,0.01
5631,5631,0.02
5632,5632,0.0
5633,5633,0.03
5634,5634,0.06
5635,5635,0.04
5636,5636,0.38
5637,5637,0.35
5638,5638,0.06
5639,5639,0.01
5640,5640,0.11
5641,5641,0.0
5642,5642,0.08
5643,5643,0.12
5644,5644,0.0
5645,5645,0.0
5646,5646,0.23
5647,5647,0.09
5648,5648,0.09
5649,5649,0.53
5650,5650,0.02
5651,5651,0.0
5652,5652,0.0
5653,5653,0.07
5654,5654,0.07
5655,5655,0.13
5656,5656,0.12
5657,5657,0.06
5658,5658,0.12
5659,5659,0.07
5660,5660,0.08
5661,5661,0.07
5662,5662,0.07
5663,5663,0.02
5664,5664,0.0
5665,5665,0.16
5666,5666,0.12
5667,5667,0.17
5668,5668,0.01
5669,5669,0.36
5670,5670,0.03
5671,5671,0.18
5672,5672,0.01
5673,5673,0.07
5674,5674,0.01
5675,5675,0.14
5676,5676,0.03
5677,5677,0.02
5678,5678,0.12
5679,5679,0.11
5680,5680,0.0
5681,5681,0.16
5682,5682,0.15
5683,5683,0.02
5684,5684,0.0
5685,5685,0.0
5686,5686,0.01
5687,5687,0.01
5688,5688,0.0
5689,5689,0.01
5690,5690,0.02
5691,5691,0.2
5692,5692,0.17
5693,5693,0.25
5694,5694,0.12
5695,5695,0.03
5696,5696,0.0
5697,5697,0.05
5698,5698,0.05
5699,5699,0.23
5700,5700,0.06
5701,5701,0.02
5702,5702,0.0
5703,5703,0.16
5704,5704,0.12
5705,5705,0.64
5706,5706,0.08
5707,5707,0.35
5708,5708,0.09
5709,5709,0.01
5710,5710,0.0
5711,5711,0.0
5712,5712,0.0
5713,5713,0.0
5714,5714,0.11
5715,5715,0.13
5716,5716,0.0
5717,5717,0.31
5718,5718,0.02
5719,5719,0.08
5720,5720,0.3
5721,5721,0.48
5722,5722,0.03
5723,5723,0.06
5724,5724,0.45
5725,5725,0.0
5726,5726,0.02
5727,5727,0.03
5728,5728,0.14
5729,5729,0.01
5730,5730,0.23
5731,5731,0.08
5732,5732,0.26
5733,5733,0.02
5734,5734,0.19
5735,5735,0.06
5736,5736,0.34
5737,5737,0.0
5738,5738,0.0
5739,5739,0.02
5740,5740,0.04
5741,5741,0.0
5742,5742,0.03
5743,5743,0.31
5744,5744,0.0
5745,5745,0.0
5746,5746,0.09
5747,5747,0.02
5748,5748,0.01
5749,5749,0.0
5750,5750,0.03
5751,5751,0.03
5752,5752,0.0
5753,5753,0.0
5754,5754,0.06
5755,5755,0.06
5756,5756,0.01
5757,5757,0.15
5758,5758,0.0
5759,5759,0.0
5760,5760,0.06
5761,5761,0.15
5762,5762,0.22
5763,5763,0.02
5764,5764,0.05
5765,5765,0.15
5766,5766,0.02
5767,5767,0.04
5768,5768,0.03
5769,5769,0.08
5770,5770,0.42
5771,5771,0.0
5772,5772,0.06
5773,5773,0.0
5774,5774,0.19
5775,5775,0.21
5776,5776,0.03
5777,5777,0.18
5778,5778,0.01
5779,5779,0.11
5780,5780,0.16
5781,5781,0.1
5782,5782,0.0
5783,5783,0.07
5784,5784,0.21
5785,5785,0.07
5786,5786,0.02
5787,5787,0.11
5788,5788,0.04
5789,5789,0.0
5790,5790,0.0
5791,5791,0.18
5792,5792,0.02
5793,5793,0.05
5794,5794,0.14
5795,5795,0.0
5796,5796,0.01
5797,5797,0.0
5798,5798,0.02
5799,5799,0.18
5800,5800,0.0
5801,5801,0.17
5802,5802,0.0
5803,5803,0.0
5804,5804,0.07
5805,5805,0.09
5806,5806,0.29
5807,5807,0.0
5808,5808,0.09
5809,5809,0.12
5810,5810,0.02
5811,5811,0.09
5812,5812,0.01
5813,5813,0.12
5814,5814,0.35
5815,5815,0.18
5816,5816,0.0
5817,5817,0.67
5818,5818,0.0
5819,5819,0.14
5820,5820,0.01
5821,5821,0.13
5822,5822,0.06
5823,5823,0.0
5824,5824,0.01
5825,5825,0.0
5826,5826,0.04
5827,5827,0.03
5828,5828,0.39
5829,5829,0.09
5830,5830,0.21
5831,5831,0.16
5832,5832,0.01
5833,5833,0.02
5834,5834,0.03
5835,5835,0.05
5836,5836,0.0
5837,5837,0.0
5838,5838,0.1
5839,5839,0.11
5840,5840,0.0
5841,5841,0.0
5842,5842,0.08
5843,5843,0.01
5844,5844,0.0
5845,5845,0.35
5846,5846,0.17
5847,5847,0.05
5848,5848,0.18
5849,5849,0.18
5850,5850,0.08
5851,5851,0.0
5852,5852,0.03
5853,5853,0.0
5854,5854,0.02
5855,5855,0.07
5856,5856,0.0
5857,5857,0.01
5858,5858,0.21
5859,5859,0.11
5860,5860,0.04
5861,5861,0.11
5862,5862,0.31
5863,5863,0.52
5864,5864,0.09
5865,5865,0.24
5866,5866,0.33
5867,5867,0.01
5868,5868,0.0
5869,5869,0.11
5870,5870,0.05
5871,5871,0.05
5872,5872,0.11
5873,5873,0.14
5874,5874,0.77
5875,5875,0.01
5876,5876,0.13
5877,5877,0.04
5878,5878,0.15
5879,5879,0.0
5880,5880,0.01
5881,5881,0.0
5882,5882,0.03
5883,5883,0.0
5884,5884,0.02
5885,5885,0.26
5886,5886,0.5
5887,5887,0.11
5888,5888,0.22
5889,5889,0.0
5890,5890,0.02
5891,5891,0.27
5892,5892,0.0
5893,5893,0.15
5894,5894,0.39
5895,5895,0.15
5896,5896,0.34
5897,5897,0.02
5898,5898,0.0
5899,5899,0.09
5900,5900,0.04
5901,5901,0.08
5902,5902,0.24
5903,5903,0.0
5904,5904,0.16
5905,5905,0.0
5906,5906,0.06
5907,5907,0.27
5908,5908,0.0
5909,5909,0.1
5910,5910,0.0
5911,5911,0.13
5912,5912,0.03
5913,5913,0.01
5914,5914,0.25
5915,5915,0.11
5916,5916,0.18
5917,5917,0.02
5918,5918,0.3
5919,5919,0.29
5920,5920,0.02
5921,5921,0.0
5922,5922,0.0
5923,5923,0.14
5924,5924,0.0
5925,5925,0.01
5926,5926,0.04
5927,5927,0.08
5928,5928,0.41
5929,5929,0.09
5930,5930,0.38
5931,5931,0.03
5932,5932,0.01
5933,5933,0.12
5934,5934,0.0
5935,5935,0.16
5936,5936,0.0
5937,5937,0.13
5938,5938,0.12
5939,5939,0.48
5940,5940,0.01
5941,5941,0.2
5942,5942,0.08
5943,5943,0.15
5944,5944,0.07
5945,5945,0.26
5946,5946,0.0
5947,5947,0.14
5948,5948,0.17
5949,5949,0.01
5950,5950,0.09
5951,5951,0.04
5952,5952,0.02
5953,5953,0.09
5954,5954,0.0
5955,5955,0.0
5956,5956,0.0
5957,5957,0.0
5958,5958,0.04
5959,5959,0.01
5960,5960,0.0
5961,5961,0.04
5962,5962,0.01
5963,5963,0.0
5964,5964,0.14
5965,5965,0.03
5966,5966,0.0
5967,5967,0.04
5968,5968,0.24
5969,5969,0.09
5970,5970,0.09
5971,5971,0.09
5972,5972,0.08
5973,5973,0.02
5974,5974,0.04
5975,5975,0.13
5976,5976,0.01
5977,5977,0.35
5978,5978,0.0
5979,5979,0.03
5980,5980,0.04
5981,5981,0.07
5982,5982,0.0
5983,5983,0.0
5984,5984,0.14
5985,5985,0.03
5986,5986,0.07
5987,5987,0.11
5988,5988,0.16
5989,5989,0.02
5990,5990,0.01
5991,5991,0.0
5992,5992,0.02
5993,5993,0.0
5994,5994,0.33
5995,5995,0.01
5996,5996,0.07
5997,5997,0.15
5998,5998,0.09
5999,5999,0.18
6000,6000,0.34
6001,6001,0.0
6002,6002,0.18
6003,6003,0.0
6004,6004,0.09
6005,6005,0.19
6006,6006,0.01
6007,6007,0.02
6008,6008,0.0
6009,6009,0.31
6010,6010,0.0
6011,6011,0.13
6012,6012,0.07
6013,6013,0.0
6014,6014,0.02
6015,6015,0.01
6016,6016,0.0
6017,6017,0.11
6018,6018,0.01
6019,6019,0.11
6020,6020,0.1
6021,6021,0.0
6022,6022,0.0
6023,6023,0.24
6024,6024,0.01
6025,6025,0.3
6026,6026,0.01
6027,6027,0.0
6028,6028,0.06
6029,6029,0.49
6030,6030,0.01
6031,6031,0.04
6032,6032,0.0
6033,6033,0.0
6034,6034,0.3
6035,6035,0.0
6036,6036,0.04
6037,6037,0.01
6038,6038,0.01
6039,6039,0.05
6040,6040,0.06
6041,6041,0.08
6042,6042,0.0
6043,6043,0.12
6044,6044,0.0
6045,6045,0.09
6046,6046,0.07
6047,6047,0.14
6048,6048,0.1
6049,6049,0.23
6050,6050,0.02
6051,6051,0.04
6052,6052,0.24
6053,6053,0.15
6054,6054,0.0
6055,6055,0.0
6056,6056,0.07
6057,6057,0.07
6058,6058,0.0
6059,6059,0.21
6060,6060,0.1
6061,6061,0.01
6062,6062,0.0
6063,6063,0.09
6064,6064,0.2
6065,6065,0.04
6066,6066,0.04
6067,6067,0.08
6068,6068,0.02
6069,6069,0.14
6070,6070,0.02
6071,6071,0.92
6072,6072,0.35
6073,6073,0.0
6074,6074,0.0
6075,6075,0.06
6076,6076,0.0
6077,6077,0.0
6078,6078,0.15
6079,6079,0.0
6080,6080,0.33
6081,6081,0.03
6082,6082,0.93
6083,6083,0.0
6084,6084,0.07
6085,6085,0.01
6086,6086,0.05
6087,6087,0.0
6088,6088,0.04
6089,6089,0.02
6090,6090,0.04
6091,6091,0.12
6092,6092,0.04
6093,6093,0.26
6094,6094,0.0
6095,6095,0.05
6096,6096,0.25
6097,6097,0.0
6098,6098,0.15
6099,6099,0.05
6100,6100,0.0
6101,6101,0.14
6102,6102,0.01
6103,6103,0.0
6104,6104,0.15
6105,6105,0.26
6106,6106,0.0
6107,6107,0.04
6108,6108,0.84
6109,6109,0.11
6110,6110,0.0
6111,6111,0.0
6112,6112,0.28
6113,6113,0.06
6114,6114,0.11
6115,6115,0.02
6116,6116,0.0
6117,6117,0.32
6118,6118,0.0
6119,6119,0.2
6120,6120,0.3
6121,6121,0.02
6122,6122,0.0
6123,6123,0.0
6124,6124,0.31
6125,6125,0.0
6126,6126,0.11
6127,6127,0.01
6128,6128,0.01
6129,6129,0.07
6130,6130,0.03
6131,6131,0.0
6132,6132,0.02
6133,6133,0.13
6134,6134,0.01
6135,6135,0.0
6136,6136,0.11
6137,6137,0.0
6138,6138,0.02
6139,6139,0.08
6140,6140,0.23
6141,6141,0.47
6142,6142,0.35
6143,6143,0.12
6144,6144,0.0
6145,6145,0.21
6146,6146,0.02
6147,6147,0.0
6148,6148,0.0
6149,6149,0.05
6150,6150,0.0
6151,6151,0.96
6152,6152,0.07
6153,6153,0.05
6154,6154,0.14
6155,6155,0.0
6156,6156,0.03
6157,6157,0.0
6158,6158,0.03
6159,6159,0.04
6160,6160,0.0
6161,6161,0.03
6162,6162,0.0
6163,6163,0.12
6164,6164,0.16
6165,6165,0.14
6166,6166,0.46
6167,6167,0.03
6168,6168,0.42
6169,6169,0.29
6170,6170,0.25
6171,6171,0.09
6172,6172,0.53
6173,6173,0.02
6174,6174,0.12
6175,6175,0.0
6176,6176,0.01
6177,6177,0.0
6178,6178,0.07
6179,6179,0.0
6180,6180,0.0
6181,6181,0.43
6182,6182,0.03
6183,6183,0.12
6184,6184,0.03
6185,6185,0.0
6186,6186,0.05
6187,6187,0.06
6188,6188,0.03
6189,6189,0.36
6190,6190,0.02
6191,6191,0.09
6192,6192,0.0
6193,6193,0.03
6194,6194,0.0
6195,6195,0.04
6196,6196,0.0
6197,6197,0.08
6198,6198,0.0
6199,6199,0.08
6200,6200,0.01
6201,6201,0.02
6202,6202,0.0
6203,6203,0.01
6204,6204,0.04
6205,6205,0.01
6206,6206,0.14
6207,6207,0.03
6208,6208,0.06
6209,6209,0.16
6210,6210,0.08
6211,6211,0.0
6212,6212,0.07
6213,6213,0.02
6214,6214,0.23
6215,6215,0.04
6216,6216,0.14
6217,6217,0.39
6218,6218,0.05
6219,6219,0.04
6220,6220,0.0
6221,6221,0.09
6222,6222,0.12
6223,6223,0.0
6224,6224,0.0
6225,6225,0.27
6226,6226,0.09
6227,6227,0.03
6228,6228,0.08
6229,6229,0.02
6230,6230,0.0
6231,6231,0.11
6232,6232,0.09
6233,6233,0.0
6234,6234,0.01
6235,6235,0.0
6236,6236,0.12
6237,6237,0.0
6238,6238,0.18
6239,6239,0.18
6240,6240,0.06
6241,6241,0.18
6242,6242,0.1
6243,6243,0.0
6244,6244,0.01
6245,6245,0.04
6246,6246,0.01
6247,6247,0.12
6248,6248,0.04
6249,6249,0.02
6250,6250,0.1
6251,6251,0.04
6252,6252,0.11
6253,6253,0.08
6254,6254,0.19
6255,6255,0.0
6256,6256,0.08
6257,6257,0.05
6258,6258,0.65
6259,6259,0.1
6260,6260,0.04
6261,6261,0.06
6262,6262,0.14
6263,6263,0.07
6264,6264,0.14
6265,6265,0.12
6266,6266,0.03
6267,6267,0.15
6268,6268,0.04
6269,6269,0.0
6270,6270,0.0
6271,6271,0.08
6272,6272,0.12
6273,6273,0.06
6274,6274,0.02
6275,6275,0.07
6276,6276,0.0
6277,6277,0.11
6278,6278,0.12
6279,6279,0.2
6280,6280,0.01
6281,6281,0.42
6282,6282,0.08
6283,6283,0.06
6284,6284,0.0
6285,6285,0.15
6286,6286,0.02
6287,6287,0.0
6288,6288,0.01
6289,6289,0.0
6290,6290,0.01
6291,6291,0.29
6292,6292,0.08
6293,6293,0.01
6294,6294,0.01
6295,6295,0.03
6296,6296,0.04
6297,6297,0.0
6298,6298,0.0
6299,6299,0.27
6300,6300,0.37
6301,6301,0.04
6302,6302,0.12
6303,6303,0.0
6304,6304,0.02
6305,6305,0.05
6306,6306,0.13
6307,6307,0.0
6308,6308,0.04
6309,6309,0.13
6310,6310,0.12
6311,6311,0.06
6312,6312,0.02
6313,6313,0.19
6314,6314,0.26
6315,6315,0.05
6316,6316,0.13
6317,6317,0.09
6318,6318,0.09
6319,6319,0.0
6320,6320,0.0
6321,6321,0.0
6322,6322,0.16
6323,6323,0.0
6324,6324,0.07
6325,6325,0.0
6326,6326,0.0
6327,6327,0.15
6328,6328,0.13
6329,6329,0.0
6330,6330,0.0
6331,6331,0.01
6332,6332,0.0
6333,6333,0.0
6334,6334,0.0
6335,6335,0.05
6336,6336,0.3
6337,6337,0.0
6338,6338,0.35
6339,6339,0.28
6340,6340,0.0
6341,6341,0.0
6342,6342,0.0
6343,6343,0.0
6344,6344,0.11
6345,6345,0.28
6346,6346,0.03
6347,6347,0.0
6348,6348,0.02
6349,6349,0.0
6350,6350,0.01
6351,6351,0.0
6352,6352,0.1
6353,6353,0.0
6354,6354,0.1
6355,6355,0.0
6356,6356,0.0
6357,6357,0.01
6358,6358,0.07
6359,6359,0.03
6360,6360,0.05
6361,6361,0.0
6362,6362,0.0
6363,6363,0.0
6364,6364,0.0
6365,6365,0.0
6366,6366,0.1
6367,6367,0.34
6368,6368,0.02
6369,6369,0.0
6370,6370,0.04
6371,6371,0.02
6372,6372,0.0
6373,6373,0.03
6374,6374,0.04
6375,6375,0.21
6376,6376,0.01
6377,6377,0.16
6378,6378,0.26
6379,6379,0.2
6380,6380,0.0
6381,6381,0.39
6382,6382,0.0
6383,6383,0.0
6384,6384,0.37
6385,6385,0.04
6386,6386,0.11
6387,6387,0.26
6388,6388,0.38
6389,6389,0.0
6390,6390,0.01
6391,6391,0.0
6392,6392,0.01
6393,6393,0.01
6394,6394,0.09
6395,6395,0.0
6396,6396,0.15
6397,6397,0.02
6398,6398,0.07
6399,6399,0.1
6400,6400,0.0
6401,6401,0.19
6402,6402,0.08
6403,6403,0.05
6404,6404,0.2
6405,6405,0.09
6406,6406,0.03
6407,6407,0.18
6408,6408,0.19
6409,6409,0.0
6410,6410,0.01
6411,6411,0.0
6412,6412,0.08
6413,6413,0.0
6414,6414,0.47
6415,6415,0.09
6416,6416,0.04
6417,6417,0.11
6418,6418,0.15
6419,6419,0.03
6420,6420,0.01
6421,6421,0.0
6422,6422,0.15
6423,6423,0.1
6424,6424,0.07
6425,6425,0.06
6426,6426,0.17
6427,6427,0.0
6428,6428,0.03
6429,6429,0.12
6430,6430,0.08
6431,6431,0.0
6432,6432,0.55
6433,6433,0.09
6434,6434,0.13
6435,6435,0.09
6436,6436,0.04
6437,6437,0.07
6438,6438,0.12
6439,6439,0.32
6440,6440,0.04
6441,6441,0.03
6442,6442,0.06
6443,6443,0.01
6444,6444,0.06
6445,6445,0.03
6446,6446,0.04
6447,6447,0.0
6448,6448,0.0
6449,6449,0.02
6450,6450,0.15
6451,6451,0.02
6452,6452,0.01
6453,6453,0.0
6454,6454,0.02
6455,6455,0.0
6456,6456,0.31
6457,6457,0.0
6458,6458,0.31
6459,6459,0.08
6460,6460,0.0
6461,6461,0.1
6462,6462,0.14
6463,6463,0.54
6464,6464,0.01
6465,6465,0.03
6466,6466,0.77
6467,6467,0.02
6468,6468,0.13
6469,6469,0.0
6470,6470,0.13
6471,6471,0.0
6472,6472,0.14
6473,6473,0.0
6474,6474,0.19
6475,6475,0.0
6476,6476,0.07
6477,6477,0.11
6478,6478,0.09
6479,6479,0.1
6480,6480,0.17
6481,6481,0.1
6482,6482,0.07
6483,6483,0.04
6484,6484,0.2
6485,6485,0.0
6486,6486,0.0
6487,6487,0.81
6488,6488,0.0
6489,6489,0.0
6490,6490,0.0
6491,6491,0.05
6492,6492,0.03
6493,6493,0.08
6494,6494,0.15
6495,6495,0.03
6496,6496,0.3
6497,6497,0.0
6498,6498,0.0
6499,6499,0.0
6500,6500,0.0
6501,6501,0.0
6502,6502,0.0
6503,6503,0.19
6504,6504,0.02
6505,6505,0.0
6506,6506,0.16
6507,6507,0.22
6508,6508,0.02
6509,6509,0.0
6510,6510,0.07
6511,6511,0.22
6512,6512,0.0
6513,6513,0.34
6514,6514,0.01
6515,6515,0.3
6516,6516,0.16
6517,6517,0.0
6518,6518,0.34
6519,6519,0.07
6520,6520,0.03
6521,6521,0.11
6522,6522,0.07
6523,6523,0.0
6524,6524,0.01
6525,6525,0.06
6526,6526,0.04
6527,6527,0.0
6528,6528,0.0
6529,6529,0.02
6530,6530,0.05
6531,6531,0.03
6532,6532,0.01
6533,6533,0.06
6534,6534,0.09
6535,6535,0.1
6536,6536,0.09
6537,6537,0.0
6538,6538,0.28
